"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"HDAC11","Hdac11",364.651996,626.615719,604.701775,2273,5815,5510,531.98983,70.518894,42.895065,62.426514,361,444,486,0.0148496666666667,525.190919903079
"HDAC2","Hdac2",37.027339,33.816547,37.277224,836,1291,1187,36.04037,168.659037,224.718381,157.971132,2650,4844,3883,8.84798666666667,3.76121244410025
"HDAC3","Hdac3",32.051883,42.338222,40.141035,707,1605,1630,38.1770466666667,68.141032,65.889836,78.588131,569,787,835,246.832933,0.158078453062841
"HDAC4","Hdac4",12.38007,3.668277,3.160884,838,571,556,6.403077,4.250102,5.02615,3.578015,478,741,727,7.558659,0.864980950870925
"HDAC5","Hdac5",72.286942,70.473574,60.709334,1701,3193,3078,67.8232833333333,78.722312,75.810512,82.596461,2366,3171,3453,5.54347466666667,10.5178497418089
"HDAC6","Hdac6",11.394284,6.298516,6.562434,552,590,599,8.085078,171.585801,165.688651,136.317127,1674,2182,1916,43.6869696666667,0.203304857495782
"HDAC7","Hdac7",6.327405,2.820921,2.834028,247,195,220,3.994118,33.604239,37.679999,31.258208,784,1084,835,64.4805996666667,0.0762686662221007
"HDAC8","Hdac8",7.266498,7.455005,6.025971,117,228,183,6.91582466666667,26.691485,29.52723,26.406514,372,533,468,14.244258,0.519265986358055
"HDAC9","Hdac9",9.53219,4.594954,3.959225,712,561,486,6.02878966666667,3.840472,2.193352,2.144944,291,217,206,23.0560003333333,0.292184468293642
"HDC","Hdc",1.774401,2.07937,2.896008,43,96,81,2.24992633333333,0,0,0.044549,0,0,2,0.573954333333333,2.06481615413238
"HDDC2","Hddc2",7.772083,8.733188,8.771524,75,142,149,8.42559833333333,42.234116,44.311923,48.006194,381,554,634,113.679916333333,0.0821904884019666
"HDDC3","Hddc3",18.478328,22.295305,20.028716,140,284,326,20.2674496666667,10.606973,13.873657,19.214354,126,146,172,0,21.2674496666667
"HDGF","Hdgf",90.029104,112.295207,91.425701,1511,2741,2512,97.9166706666667,30.585655,29.60881,26.903024,673,903,925,22.4496463333333,4.21825852981237
"HDGFL2","Hdgfl2",91.347313,70.415874,67.587728,707,1036,988,76.450305,140.263862,141.270611,115.732963,609,797,811,142.167872666667,0.540975454600245
"HDGFL3","Hdgfl3",24.561014,17.718581,14.50586,2051,2575,2026,18.928485,143.928545,130.183767,125.841096,3234,4016,3796,37.7338343333333,0.51449812142275
"HDHD2","Hdhd2",33.573359,38.949531,40.602382,1121,2028,2103,37.708424,33.098976,39.464264,33.415153,667,1028,923,5.96359233333333,5.55868611301533
"HDHD3","Hdhd3",1.974042,3.638811,7.073856,30,102,135,4.228903,5.961334,6.460194,7.716563,136,197,223,25.0298716666667,0.200880859766052
"HDHD5","Hdhd5",7.377217,6.921502,5.371271,187,320,256,6.55666333333333,11.831646,15.075555,15.536682,302,515,560,83.4481393333333,0.0894828872842977
"HDLBP","Hdlbp",38.483688,20.522777,21.190137,2961,2660,2667,26.7322006666667,440.757125,412.222695,348.2823,4169,5807,4958,3.87202766666667,5.6921270904113
"HDX","Hdx",0.839644,0.231108,0.212566,123,57,50,0.427772666666667,2.7156,2.299153,1.944568,203,280,278,180.770178666667,0.00785482347621466
"HEATR3","Heatr3",9.277279,8.733369,7.057209,372,650,559,8.35595233333333,12.033252,15.098177,11.975757,252,365,380,2.89147733333333,2.40421606807081
"HEATR5A","Heatr5a",2.017203,0.995318,1.595852,233,206,220,1.53612433333333,3.583444,2.796844,2.511107,263,287,298,19.023396,0.126658052077347
"HEATR5B","Heatr5b",15.457186,5.706653,5.505877,869,450,513,8.88990533333333,13.884535,15.504732,14.513675,973,1475,1408,0.673203,5.91076237212898
"HEATR6","Heatr6",5.327578,2.781852,1.941838,194,211,175,3.35042266666667,10.864688,11.014571,7.000071,303,393,354,77.7364366666667,0.055252978809345
"HEATR9","Heatr9",0.038173,0,0,1,0,0,0.0127243333333333,0.109397,0.142824,0.134196,3,2,3,8.42950933333333,0.107399473030198
"HEBP1","Hebp1",36.78099,48.56984,39.575987,207,482,444,41.6422723333333,8.553005,8.088667,9.127754,119,157,178,2.63061266666667,11.745200121412
"HEBP2","Hebp2",1.565178,2.722059,3.974442,35,83,114,2.753893,83.358902,48.665925,49.979923,1027,804,1055,2.10579666666667,1.20867313700511
"HECTD1","Hectd1",18.565411,3.691373,4.218809,2574,897,1039,8.82519766666667,52.904556,58.606295,48.782345,1771,2468,2154,28.7640223333333,0.330103154628507
"HECTD2","Hectd2",5.262116,4.142088,2.660832,310,288,219,4.02167866666667,4.835195,3.705916,3.653408,284,259,256,0.169629333333333,4.2933932345518
"HECTD3","Hectd3",16.392949,17.640065,18.68431,586,1048,1115,17.5724413333333,25.813975,25.038546,27.197319,524,696,730,13.686845,1.26456303810201
"HECW1","Hecw1",15.303453,5.88058,5.174594,1523,824,750,8.786209,11.749728,10.294552,8.351477,825,1038,810,10.799186,0.829396960095383
"HECW2","Hecw2",16.899206,7.539632,7.816629,1136,666,571,10.7518223333333,4.498558,2.136615,1.637082,310,399,313,0.189789,9.87723229356914
"HEG1","Heg1",6.424919,1.883212,2.187852,660,327,373,3.498661,4.135709,0.860133,1.180565,511,163,191,0.040378,4.32406394598886
"HELB","Helb",0.802881,0.755901,0.770471,43,72,68,0.776417666666667,0.827014,0.528198,0.397534,27,25,33,0.271783666666667,1.39679232657755
"HELLS","Hells",0.386255,0.24237,0.232682,34,28,27,0.287102333333333,5.340975,2.253849,0.831844,109,137,82,68.734227,0.0184572539010626
"HELQ","Helq",10.680437,3.334214,5.478136,98,105,129,6.49759566666667,3.953606,2.568356,2.511805,111,111,136,0.111045333333333,6.74823559554726
"HELT","Helt",0.060966,0.032691,0.032011,1,1,1,0.0418893333333333,0,0,0,0,0,0,3.391547,0.237248817633816
"HELZ","Helz",5.650278,0.799368,1.541701,1003,282,398,2.66378233333333,3.328538,2.776499,2.687641,541,729,714,12.7353106666667,0.266741861341712
"HELZ2","Helz2",0.514771,0.30891,0.255003,78,79,73,0.359561333333333,5.257236,6.734244,5.014444,159,412,242,0.371168666666667,0.991534715155393
"HEMGN","Hemgn",0.029973,0.017106,0,1,1,0,0.015693,0,0,0.044537,0,0,2,0.870050666666667,0.543136620897259
"HEMK1","Hemk1",22.410932,36.698091,33.81265,90,181,161,30.973891,6.59942,5.847523,5.155758,217,312,329,14.503554,2.06235879850517
"HENMT1","Henmt1",0.979099,0.541595,0.410391,10,15,17,0.643695,6.368493,6.103108,4.948706,101,149,142,4.94058333333333,0.27668915791098
"HEPACAM","Hepacam",26.840495,23.335271,24.205598,1124,1782,1764,24.793788,0.14391,0.074999,0.040631,7,5,3,15.7580453333333,1.5391883412974
"HEPACAM2","Hepacam2",0.140797,0.418506,0.266531,5,8,12,0.275278,0.107842,0.079607,0,1,1,0,6.50468933333333,0.169930818366543
"HEPH","Heph",2.772436,2.042191,1.929943,195,250,237,2.24819,19.723348,15.577217,15.064586,1128,1087,1368,16.784299,0.182643690369803
"HEPHL1","Hephl1",0,0,0,0,0,0,0,0.147595,0.131898,0.124793,14,17,17,58.987081,0.016670256050632
"HERC2","Herc2",54.938273,11.029922,9.155252,4704,1124,1250,25.041149,81.884751,79.918423,68.93924,2674,3551,2842,16.3181966666667,1.50368710445025
"HERC4","Herc4",22.979543,16.805245,17.800837,398,643,601,19.1952083333333,15.015954,13.745512,12.956566,864,1104,1048,52.263814,0.379154379243915
"HERC6","Herc6",3.965867,2.825299,2.962585,151,184,151,3.25125033333333,2.459779,3.879889,5.491662,77,205,246,0.833029333333333,2.31924839173332
"HERPUD1","Herpud1",43.391807,51.219639,43.450033,641,1530,1328,46.020493,67.093398,82.037751,61.352988,533,852,731,0.165665,40.3379126936127
"HERPUD2","Herpud2",15.130654,11.291263,10.970145,558,754,734,12.4640206666667,7.094405,5.854826,4.357397,183,232,238,6.12896433333333,1.88863627830373
"HES1","Hes1",6.519695,6.151093,6.140367,82,141,138,6.270385,1.237079,0,0.157296,26,0,4,30.8099776666667,0.228556746445583
"HES2","Hes2",0.027475,0,0,1,0,0,0.00915833333333333,0.234914,0.15339,0.234461,8,11,11,7.91683266666667,0.113174528563917
"HES3","Hes3",0.091531,0.146817,0.093528,1,5,2,0.110625333333333,0.343201,0.12022,0.090579,2,1,1,17.297856,0.0606970200953234
"HES5","Hes5",6.91554,15.688127,16.399517,60,210,231,13.0010613333333,0.384963,0.274626,0.193735,6,6,5,312.534722333333,0.0446555368066959
"HES6","Hes6",4.31926,7.404704,7.658344,72,242,257,6.46076933333333,8.806796,7.164696,9.846574,134,169,207,11.5302803333333,0.595419187349386
"HES7","Hes7",0.356338,0.198734,0.185531,8,8,8,0.246867666666667,1.279397,1.939393,1.52831,16,32,32,0.270773666666667,0.981187838065053
"HESX1","Hesx1",0,0,0,0,0,0,0,0.738739,0.644333,0.45403,8,8,6,25.363541,0.0379311716889624
"HEXA","Hexa",20.447479,22.941702,20.289907,565,1159,1046,21.2263626666667,30.968989,22.937884,19.201867,590,617,536,0.769734333333333,12.5591520987237
"HEXB","Hexb",49.070189,52.189352,53.273505,1124,2380,2383,51.5110153333333,40.202428,38.279851,37.32018,387,419,471,0.584860333333333,33.1328977253726
"HEXIM1","Hexim1",12.259252,10.189556,10.306824,638,955,969,10.918544,6.25866,6.635217,5.164952,362,524,430,7.378854,1.42245514720748
"HEXIM2","Hexim2",7.134234,8.115825,7.089408,96,194,207,7.446489,4.826553,4.254083,5.416477,67,90,95,0.272423,6.63811405483868
"HEY1","Hey1",17.53018,17.161523,16.713181,522,954,930,17.1349613333333,15.192567,9.033492,13.541299,522,411,644,0.131771666666667,16.0235159329841
"HEY2","Hey2",1.556855,1.693907,1.664231,57,109,106,1.638331,0.078882,0.019264,0.018184,3,1,1,7.46773266666667,0.311574668669669
"HEYL","Heyl",1.571766,1.629386,2.77208,105,141,226,1.99107733333333,0.452651,0.055091,0.134554,30,5,13,4.93258833333333,0.504177462731978
"HFE","Hfe",3.527395,3.462388,3.667823,68,155,155,3.55253533333333,0.328169,0.068765,0.034456,13,4,4,10.838775,0.384544459484476
"HFM1","Hfm1",0.487133,0.436099,0.408801,12,29,28,0.444011,2.574495,2.342203,1.956513,77,141,79,3.83336566666667,0.298758897957717
"HGD","Hgd",0,0,0.054599,0,0,2,0.0181996666666667,0.041241,0.154113,0,1,1,0,28.8658053333333,0.0340924898994855
"HGF","Hgf",2.992564,1.039183,0.78781,62,74,51,1.606519,2.430557,0.340354,0.946342,86,8,36,1.09841066666667,1.24213960661021
"HGFAC","Hgfac",0.12464,0,0.075657,3,0,1,0.0667656666666667,4.144603,7.168276,6.160805,76,230,197,1.321425,0.459530532611076
"HGH1","Hgh1",2.518563,3.593009,2.233363,44,119,113,2.781645,17.558334,9.374813,11.051214,212,323,288,53.0651316666667,0.0699460980381102
"HGS","Hgs",19.591488,19.42638,16.634304,762,1183,1099,18.550724,133.832148,144.528391,125.772907,943,1489,1430,7.62139466666667,2.26769852859073
"HGSNAT","Hgsnat",22.292292,23.728534,23.084742,624,1113,1144,23.0351893333333,28.151655,27.659455,21.432947,1570,2169,1938,0.0717866666666667,22.4253483280255
"HHAT","Hhat",0.921322,0.453095,0.680597,15,21,21,0.685004666666667,1.245834,1.301094,0.86856,61,77,58,16.6183423333333,0.0956392284124649
"HHATL","Hhatl",5.662969,6.35673,7.416619,122,227,278,6.47877266666667,0.54206,0,0,2,0,0,23.857845,0.300861666273431
"HHEX","Hhex",0.38623,1.360526,0.764747,8,37,28,0.837167666666667,0,0,0,0,0,0,27.2917803333333,0.064936446028535
"HHIP","Hhip",1.679508,0.686214,1.416628,205,153,176,1.26078333333333,1.80478,15.426192,14.600625,189,1939,2092,18.6463203333333,0.115074135765644
"HHIPL1","Hhipl1",2.048033,0.814242,0.922828,145,113,128,1.261701,0.835582,0.576849,0.957507,99,87,148,11.04361,0.187792613676464
"HHIPL2","Hhipl2",0.027292,0.016611,0,1,1,0,0.0146343333333333,0.236692,0,0,2,0,0,0.108040666666667,0.915701349108126
"HHLA1","Hhla1",0,0.036104,0,0,2,0,0.0120346666666667,3.414673,1.963773,1.746783,134,97,99,1.37558633333333,0.42601468633919
"HIBADH","Hibadh",28.846036,38.51242,36.897629,641,1352,1337,34.7520283333333,6.88926,5.304995,4.745739,154,181,182,0.123064666666667,31.8343452469641
"HIBCH","Hibch",14.879314,18.368521,15.689212,149,314,369,16.312349,125.559702,121.165114,71.673433,372,455,446,5.96926966666667,2.48409802289661
"HIC1","Hic1",0.991631,0.571839,0.569421,37,36,54,0.710963666666667,2.206798,2.605446,2.114524,74,105,132,1005.21425733333,0.00170039696237366
"HIC2","Hic2",0.998334,0.311605,0.351408,97,53,63,0.553782333333333,4.920237,6.637598,5.022662,556,1032,843,57.4932533333333,0.0265634452657104
"HID1","Hid1",26.698933,26.501226,23.344811,1116,1704,1647,25.51499,100.235046,114.688599,113.072143,1482,2634,2397,45.1505126666667,0.574532945961207
"HIF1A","Hif1a",23.003899,14.058043,16.248499,1197,1512,1334,17.770147,95.957354,66.937377,71.494761,2314,2306,2399,141.923012666667,0.131330474006847
"HIF1AN","Hif1an",6.982541,3.067717,2.939598,671,524,510,4.329952,13.72897,16.262159,13.803284,1152,1415,1131,24.1502953333333,0.211924032277103
"HIF3A","Hif3a",1.533076,0.846613,0.156021,117,42,28,0.845236666666667,8.390448,4.125492,8.528451,181,211,243,5.123574,0.301333284560073
"HIGD1A","Higd1a",81.832399,94.712003,80.101072,661,1268,1203,85.5484913333333,50.475954,46.813799,42.84077,826,963,951,40.6046753333333,2.08025878437733
"HIGD1B","Higd1b",2.582057,3.178393,4.662493,18,30,47,3.47431433333333,0.269698,0.784539,0,1,3,0,200.788026,0.0221733391322899
"HIGD1C","Higd1c",0,0,0,0,0,0,0,0,0,0,0,0,0,4.578459,0.179260975118756
"HIGD2A","Higd2a",70.032748,99.725405,110.79946,448,1156,1303,93.5192043333333,54.582443,53.851185,54.015122,386,522,552,8.937075,9.5117732666135
"HIKESHI","Hikeshi",114.754057,107.797654,111.85505,355,629,564,111.468920333333,34.601376,38.264585,34.172947,284,411,418,42.4447433333333,2.58878086746667
"HILPDA","Hilpda",3.676461,3.32572,4.309408,38,70,92,3.77052966666667,6.266899,7.486631,8.39074,88,164,209,19.7195653333333,0.230242748335647
"HINFP","Hinfp",4.666855,3.999732,4.09036,265,233,233,4.25231566666667,15.717735,17.569609,13.405759,317,505,397,3.650172,1.12948847196763
"HINT1","Hint1",164.070172,221.341708,249.066257,1014,2444,2798,211.492712333333,193.060317,174.83385,194.089219,2089,2616,2988,1.166899,98.0630441628028
"HINT2","Hint2",24.294509,32.249189,35.652373,98,249,282,30.7320236666667,16.75326,12.067278,12.431662,92,98,97,0.009161,31.4439654987328
"HINT3","Hint3",16.880118,14.853714,14.426696,114,158,156,15.3868426666667,25.081388,26.137153,23.404411,1286,1820,1682,30.7436743333333,0.516223878010845
"HIP1","Hip1",12.427229,4.464689,5.724205,869,647,595,7.53870766666667,14.440717,20.325438,17.376142,1883,3664,3298,11.5860826666667,0.678424565673704
"HIP1R","Hip1r",34.79428,24.445508,27.622785,910,1356,1386,28.954191,44.202815,70.978842,48.337826,1415,2601,1985,242.971904666667,0.122777215027795
"HIPK1","Hipk1",19.578126,8.539547,7.801691,2374,1617,1348,11.9731213333333,6.417547,5.320114,4.874155,669,738,724,0,12.9731213333333
"HIPK2","Hipk2",11.704806,1.467575,2.872165,1231,294,507,5.348182,12.765093,11.26093,8.829508,3225,3898,3257,0.0849866666666667,5.85093088701551
"HIPK3","Hipk3",17.671993,5.855969,5.931708,1741,1161,977,9.81989,7.628694,6.94976,7.218509,904,1115,1205,7.576686,1.26154670930007
"HIPK4","Hipk4",18.658226,7.16179,6.174798,767,553,483,10.664938,0.078787,0.075837,0.142788,3,4,8,0,11.664938
"HIRA","Hira",44.154485,30.68335,29.769865,843,1074,1082,34.8692333333333,23.715181,15.83696,13.504191,712,1040,912,11.068954,2.97202502663722
"HIRIP3","Hirip3",19.841766,10.923281,9.564077,214,205,187,13.4430413333333,3.930724,4.467321,4.193965,120,142,151,3.34473066666667,3.32426620691179
"HIVEP1","Hivep1",26.683399,4.746412,4.900499,1482,450,577,12.1101033333333,4.608106,3.799476,3.493687,347,345,321,30.373771,0.417868267519812
"HIVEP2","Hivep2",30.140202,9.846089,9.118489,4527,2648,2416,16.36826,32.629761,9.310831,9.376397,1153,1261,1171,0.811186,9.58944028940153
"HIVEP3","Hivep3",10.233934,6.551943,6.732002,1196,389,486,7.839293,3.7187,3.646931,3.213753,449,553,544,206.285387,0.0426431073021081
"HJV","Hjv",0.258986,0.415766,0.59781,7,21,31,0.424187333333333,0,0,0.038942,0,0,1,1.72544433333333,0.52255234712187
"HK1","Hk1",86.760356,58.032837,47.33465,4510,4619,4229,64.0426143333333,312.22698,265.687838,328.199293,5770,7208,8392,0.718614666666667,37.8459555797266
"HK2","Hk2",1.0934,0.405934,0.312477,57,36,25,0.603937,1.612742,0.107117,8.651045,145,14,1144,14.575809,0.102976160018398
"HK3","Hk3",0.094611,0.485589,0.345966,4,25,21,0.308722,2.953644,1.547931,1.469586,13,8,7,8.59417066666667,0.136408038325494
"HKDC1","Hkdc1",3.197522,1.49511,1.806865,105,96,90,2.166499,0.169107,0,0.011693,10,0,1,1.69641633333333,1.17433608484545
"HLCS","Hlcs",3.836847,2.37735,2.068337,179,172,178,2.76084466666667,6.663031,5.390115,4.296027,508,612,575,9.45749833333333,0.359631390490301
"HLF","Hlf",173.180797,75.563591,82.850864,3170,2576,2304,110.531750666667,1.390094,0.512554,0.553377,85,30,40,29.0438356666667,3.71230064976058
"HLTF","Hltf",5.02639,3.510366,3.147452,368,398,339,3.894736,20.08995,17.55094,16.19596,1261,1913,1701,29.3621543333333,0.161211748885232
"HLX","Hlx",0.107583,0.106644,0.210623,3,6,7,0.141616666666667,0.38479,0.093485,0.098242,7,2,7,0.518439,0.751835711982284
"HMBOX1","Hmbox1",26.3875,7.590701,6.716267,736,325,397,13.5648226666667,25.126341,41.890803,35.149527,307,604,505,3.88590633333333,2.98098687797194
"HMBS","Hmbs",21.271544,19.12335,19.954472,119,277,272,20.1164553333333,11.82139,12.07863,9.207602,155,226,227,49.255837,0.420179159155848
"HMCES","Hmces",9.257193,9.356312,10.076385,131,300,310,9.56329666666667,15.067891,19.429902,16.846504,323,526,493,100.486868666667,0.104085354149233
"HMCN1","Hmcn1",1.219656,0.409927,0.830457,91,30,56,0.820013333333333,1.243224,2.613256,4.120109,92,105,135,25.664897,0.0682550295744001
"HMCN2","Hmcn2",0.075294,0.077354,0.341184,14,10,13,0.164610666666667,6.132098,4.804108,7.11829,501,554,589,0.19092,0.977908395750064
"HMG20A","Hmg20a",20.050599,12.005264,10.894503,1083,1173,1051,14.3167886666667,21.279547,26.936999,19.132393,542,914,733,25.0849043333333,0.587189758142746
"HMG20B","Hmg20b",9.343715,15.897425,15.698093,79,232,260,13.646411,9.093506,5.308583,8.760247,118,106,176,11.018772,1.21862790973986
"HMGA1","Hmga1",35.460926,41.605136,41.795733,619,1367,1444,39.6205983333333,44.379316,42.954132,51.966922,1265,1684,1981,976.316203333333,0.0415634143737601
"HMGA2","Hmga2",0.129291,0.124778,0.073312,7,12,7,0.109127,3.831179,0.142296,0.505731,119,11,7,2.023277,0.366862513755769
"HMGB1","Hmgb1",115.850842,107.179004,103.737103,1578,2444,2230,108.922316333333,177.120717,179.100929,163.972233,3729,5099,4541,1.01528133333333,54.5444025681113
"HMGB2","Hmgb2",0.589754,1.032702,1.177891,15,29,29,0.933449,5.414542,3.081196,3.16667,78,55,65,0.292562,1.49582689263648
"HMGB3","Hmgb3",14.379492,19.048293,17.459029,283,607,582,16.9622713333333,58.732138,64.60566,46.576798,1385,2264,1753,8.113686,1.97091180597327
"HMGB4","Hmgb4",0,0,0,0,0,0,0,0,0.020585,0,0,1,0,29.2581903333333,0.0330489030898312
"HMGCL","Hmgcl",13.04977,14.810278,13.862023,196,460,469,13.907357,9.047475,6.158139,7.012726,162,155,184,83.526678,0.176362745499119
"HMGCLL1","Hmgcll1",4.571339,3.849807,3.676007,218,315,267,4.03238433333333,16.686285,17.973175,17.544541,376,514,499,71.7042676666667,0.0692171793326594
"HMGCR","Hmgcr",49.184194,30.515694,26.773662,1741,1468,1432,35.4911833333333,216.394371,159.748104,132.494298,5750,6047,5101,45.6847393333333,0.781651217387826
"HMGCS1","Hmgcs1",89.520499,58.269557,51.287319,3760,4211,3777,66.359125,216.805548,151.551349,121.067157,10018,9411,8426,15.625466,4.05156312611027
"HMGCS2","Hmgcs2",1.690801,2.028686,1.626094,75,166,144,1.78186033333333,0,0,0,0,0,0,122.335657333333,0.0225551993112173
"HMGN1","Hmgn1",67.992479,92.251737,101.344882,443,764,713,87.196366,93.305739,87.113314,66.065177,1329,2054,1623,10.784023,7.48440205861784
"HMGN2","Hmgn2",37.317862,49.568068,53.008498,567,1280,1398,46.631476,43.246867,32.665875,37.539347,590,640,688,23.6274596666667,1.93407995159441
"HMGN3","Hmgn3",83.117428,46.887606,46.455285,313,411,373,58.8201063333333,21.857788,16.549427,14.917707,236,237,227,6.49099566666667,7.98560151349707
"HMGN5","Hmgn5",4.282827,2.399072,2.268805,113,108,98,2.983568,2.124237,2.541551,2.604639,19,41,41,268.704686333333,0.0147701104276573
"HMMR","Hmmr",0.262205,0.241516,0.150626,15,25,15,0.218115666666667,0.654179,0.567317,0.264077,19,16,8,10.1573203333333,0.109176364061849
"HMOX1","Hmox1",1.834486,2.052896,2.357949,39,79,92,2.081777,1.134909,0.416573,0.545787,20,13,18,10.9630506666667,0.257607953511969
"HMOX2","Hmox2",74.684185,72.053108,63.029869,764,1714,1594,69.9223873333333,48.484202,62.355061,61.66554,618,980,1011,39.03562,1.77148217845342
"HMX1","Hmx1",0,0,0,0,0,0,0,2.039606,0.238793,0.815711,32,6,23,4.73425866666667,0.174390458842224
"HMX2","Hmx2",0.022701,0.012067,0.050863,1,1,2,0.0285436666666667,3.073308,0.252191,0.99178,70,8,35,31.1077056666667,0.0320341689108753
"HMX3","Hmx3",0.069002,0.127141,0.089322,1,4,3,0.095155,5.145188,1.282775,1.760748,210,72,113,17.802981,0.0582436901893375
"HNF1A","Hnf1a",0,0,0,0,0,0,0,0.021173,0.450992,0,1,6,0,0.0128066666666667,0.987355270173314
"HNF1B","Hnf1b",0.234476,0.12916,0.238966,8,8,15,0.200867333333333,0.778067,0.127502,0.10364,29,8,6,1.96815433333333,0.404583858678508
"HNF4A","Hnf4a",0,0,0,0,0,0,0,0.06043,0.009292,0.02564,6,1,4,0.309536333333333,0.763629060565712
"HNF4G","Hnf4g",0,0.018733,0,0,1,0,0.00624433333333333,0.412168,0.453125,0.2483,5,23,12,14.2570783333333,0.0659526228645567
"HNMT","Hnmt",10.810541,11.125922,11.476095,210,355,332,11.1375193333333,4.003584,2.715352,5.129815,20,58,62,112.374036,0.107057310135218
"HNRNPA0","Hnrnpa0",41.892937,22.657433,19.33559,1255,1311,1145,27.9619866666667,18.299715,20.92561,18.722497,2654,4137,3896,13.3107353333333,2.02379444466469
"HNRNPA1","Hnrnpa1",86.825564,67.52101,59.448559,2066,2714,2350,71.2650443333333,446.204968,504.236204,407.408041,5309,8323,7364,4.33123066666667,13.5550398869754
