"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"Snord8","SNORD8",1,1.41099,1,1.30322,0,0,0.904736666667,"SNORD8",10.73978,0,0,1,0,0,3.57992666666667,0.415888027319287
"Snord82","SNORD82",0,0,1,2.04792,0,0,0.68264,"SNORD82",0,0,0,0,0,0,0,1.68264
"Snord83b","SNORD83B",5,8.2558,2,3.0501,3,5.2186,5.50816666667,"SNORD83B",32.219341,14.245505,68.278891,3,2,2,38.2479123333333,0.165821983380823
"Snord87","SNORD87",3,5.35204,1,1.64775,3,5.63849,4.21276,"SNORD87",0,21.368257,0,0,3,0,7.12275233333333,0.641747992070176
"Snord88c","SNORD88B",2,3.44909,1,1.59283,1,1.81685,2.28625666667,"SNORD88A",32.219341,28.491009,34.139446,3,4,1,31.6165986666667,0.100754119099134
"Snord88c","SNORD88A",2,3.44909,1,1.59283,1,1.81685,2.28625666667,"SNORD88A",32.219341,28.491009,34.139446,3,4,1,31.6165986666667,0.100754119099134
"Snord89","SNORD89",0,0,2,2.60645,2,2.97302,1.85982333333,"SNORD89",10.73978,7.122752,34.139446,1,1,1,17.3339926666667,0.155984753857216
"Snord96a","SNORD96A",9,17.2454,9,15.9283,4,8.07488,13.7495266667,"SNORD96A",1.987615,1.290112,0,0,0,0,1.09257566666667,7.04850338348577
"Snord96a","SNORD96A",9,17.2454,9,15.9283,4,8.07488,13.7495266667,"SNORD96B",1.987615,1.290112,0,0,0,0,1.09257566666667,7.04850338348577
"Snph","SNPH",4097,15.1241,4174,14.2315,3880,15.0896,14.8150666667,"SNPH",74.45287,53.827144,64.263237,4148,4830,1306,64.1810836666667,0.242632766702339
"Snrk","SNRK",2372,7.02092,2437,6.66238,2151,6.70754,6.79694666667,"SNRK",55.285693,45.60655,30.53646,2045,2492,622,43.8095676666667,0.174001827571081
"Snrnp200","SNRNP200",3025,14.6419,3048,13.6264,2833,14.4465,14.2382666667,"SNRNP200",19.790866,16.882174,22.944353,2120,2593,554,19.8724643333333,0.730065526683616
"Snrnp25","SNRNP25",259,11.2603,313,12.5686,261,11.9546,11.9278333333,"SNRNP25",12.074976,11.063471,14.580508,133,180,61,12.572985,0.952467959943962
"Snrnp35","SNRNP35",180,3.49614,184,3.30087,142,2.90568,3.23423,"SNRNP35",10.979605,10.826583,6.098908,133,202,38,9.30169866666667,0.411022505802926
"Snrnp40","SNRNP40",341,1.77041,332,1.59203,336,1.83781,1.73341666667,"SNRNP40",7.407618,6.271992,6.707097,228,268,65,6.795569,0.350637223103278
"Snrnp48","SNRNP48",899,6.13925,851,5.3676,801,5.76278,5.75654333333,"SNRNP48",21.507871,16.588007,20.705029,774,910,196,19.6003023333333,0.327982726855287
"Snrnp70","SNRNP70",2808,22.5934,2897,21.5292,2647,22.4379,22.1868333333,"SNRNP70",596.630708,542.828398,358.067992,4313,5490,1107,499.175699333333,0.0463573767462212
"Snrpa1","SNRPA1",316,3.147,311,2.86065,267,2.80134,2.93633,"SNRPA1",22.227683,16.025688,26.742018,322,472,108,21.6651296666667,0.1736733942356
"Snrpb","SNRPB",1063,20.6492,1173,21.0457,955,19.5442,20.4130333333,"SNRPB",28.333712,26.651013,37.241608,599,804,241,30.742111,0.674593864702319
"Snrpb2","SNRPB2",767,12.1289,861,12.5755,709,11.8118,12.1720666667,"SNRPB2",15.182849,13.097508,14.44871,309,380,80,14.2430223333333,0.86413746425441
"Snrpc","SNRPC",480,5.39115,472,4.8964,444,5.25372,5.18042333333,"SNRPC",20.500049,18.880699,19.571913,293,409,84,19.650887,0.299281252826089
"Snrpd1","SNRPD1",625,3.99118,691,4.07563,628,4.22498,4.09726333333,"SNRPD1",38.085372,33.293064,32.935192,399,489,107,34.7712093333333,0.142496254063743
"Snrpd2","SNRPD2",546,22.1785,635,23.8237,553,23.6651,23.2224333333,"SNRPD2",11.027719,10.312467,14.080177,302,422,122,11.8067876666667,1.89137463380812
"Snrpd3","SNRPD3",1062,8.31183,1260,9.10831,1037,8.55057,8.65690333333,"SNRPD3",38.502902,40.859383,41.05945,663,926,221,40.1405783333333,0.234729401591948
"Snrpd3","SNRPD3",1062,8.31183,1260,9.10831,1037,8.55057,8.65690333333,"",38.502902,40.859383,41.05945,663,926,221,40.1405783333333,0.234729401591948
"Snrpg","SNRPG",175,3.38462,190,3.39407,191,3.89179,3.55682666667,"SNRPG",15.926967,19.752166,10.885103,75,130,17,15.521412,0.275813390929904
"Snrpn","SNRPN",16984,16.7131,18243,16.5809,15520,16.0899,16.4613,"SNRPN",233.135642,174.921933,247.021214,8431,9921,2769,218.359596333333,0.0796012588091485
"Snta1","SNTA1",504,2.46092,521,2.34963,547,2.81384,2.54146333333,"SNTA1",11.24198,11.56676,14.149033,466,730,185,12.3192576666667,0.265890443894108
"Sntb1","SNTB1",973,0.558166,926,0.490632,941,0.568701,0.539166333333,"SNTB1",1.314363,0.71655,0.911884,134,113,29,0.980932333333333,0.776990868104531
"Sntb2","SNTB2",948,1.75237,982,1.67658,834,1.62416,1.68437,"SNTB2",1.778671,1.275319,1.590417,348,400,109,1.54813566666667,1.05346431711446
"Sntg1","SNTG1",298,0.0492883,338,0.0516343,330,0.0575023,0.0528083,"SNTG1",3.63028,3.31895,5.669019,243,330,84,4.206083,0.202226568420058
"Sntg2","SNTG2",26,0.0202894,26,0.0187397,20,0.0164426,0.0184905666667,"SNTG2",0.600049,0.434867,0.861485,19,17,9,0.632133666666667,0.624023992316009
"Snu13","SNU13",1863,40.8757,2052,41.5838,1687,38.9952,40.4849,"SNU13",50.820931,49.490748,57.470314,813,1147,272,52.5939976666667,0.774058696983561
"Snupn","SNUPN",408,1.95878,410,1.81804,351,1.77532,1.85071333333,"SNUPN",7.5962,5.150072,6.493412,204,205,55,6.413228,0.384544132910791
"Snw1","SNW1",1637,10.9516,1707,10.5477,1433,10.0999,10.5330666667,"SNW1",20.511693,17.549574,19.014957,971,1224,275,19.025408,0.575921682429641
"Snx1","SNX1",2136,8.62115,2074,7.73157,1856,7.89198,8.08156666667,"SNX1",38.754278,39.722642,38.596045,1449,2172,487,39.0243216666667,0.226901201282154
"Snx10","SNX10",5626,13.0761,5775,12.3972,4910,12.0227,12.4986666667,"SNX10",36.391541,33.878978,35.3656,1418,2135,437,35.2120396666667,0.372767366626011
"Snx11","SNX11",1410,21.8735,1473,21.1056,1202,19.6448,20.8746333333,"SNX11",19.429682,14.53453,16.602203,589,674,169,16.8554716666667,1.22509411913976
"Snx12","SNX12",3896,4.84616,4063,4.66789,3748,4.91159,4.80854666667,"SNX12",22.394894,17.366052,14.31186,534,749,125,18.0242686666667,0.305322993931821
"Snx13","SNX13",3304,5.11307,3355,4.79545,2975,4.85035,4.91962333333,"SNX13",12.251402,11.454642,8.931059,1279,1847,330,10.8790343333333,0.49832529877611
"Snx14","SNX14",1333,3.32578,1357,3.12708,1285,3.37762,3.27682666667,"SNX14",14.984727,13.121878,14.327491,874,1085,239,14.1446986666667,0.282397607294971
"Snx15","SNX15",615,10.7179,621,9.99587,567,10.4103,10.37469,"SNX15",24.011695,27.834641,27.157848,344,589,126,26.334728,0.416125962548447
"Snx16","SNX16",1245,8.6707,1286,8.27219,1107,8.12225,8.35504666667,"SNX16",9.628746,6.91223,7.909069,393,465,107,8.150015,1.02240779568886
"Snx17","SNX17",1342,35.202,1496,36.2445,1271,35.1241,35.5235333333,"SNX17",38.643118,46.664102,44.623525,1053,1528,380,43.3102483333333,0.824268306025818
"Snx18","SNX18",1247,7.33517,1229,6.67714,1023,6.33962,6.78397666667,"SNX18",5.512272,7.095803,7.199923,489,947,196,6.602666,1.02384830093417
"Snx19","SNX19",3120,12.2206,3095,11.1968,2844,11.7357,11.7177,"SNX19",21.981927,17.620345,16.530443,2056,2384,511,18.710905,0.645211369036581
"Snx2","SNX2",2202,7.67161,2313,7.44286,2007,7.36649,7.49365333333,"SNX2",28.579735,23.346159,28.111155,985,1214,312,26.6790163333333,0.306862542766784
"Snx20","SNX20",5,0.0811254,8,0.119887,7,0.119654,0.1068888,"SNX20",0.25654,0.475952,0.453271,10,27,5,0.395254333333333,0.793324036740733
"Snx21","SNX21",1626,31.5699,1711,30.683,1473,30.13,30.7943,"SNX21",31.197821,21.93811,44.039571,516,609,190,32.391834,0.952157943765533
"Snx22","SNX22",1051,35.8989,1180,37.2268,1008,36.273,36.4662333333,"SNX22",3.358125,4.574318,3.616468,171,330,62,3.849637,7.72557478699952
"Snx24","SNX24",178,0.190193,212,0.209221,191,0.215006,0.204806666667,"SNX24",7.643351,6.55571,7.130561,289,384,88,7.109874,0.14856046674301
"Snx25","SNX25",1576,2.05729,1551,1.87002,1424,1.95836,1.96189,"SNX25",23.480336,15.289777,23.838426,671,661,158,20.869513,0.135434657369828
"Snx27","SNX27",2912,5.30648,2993,5.03752,2694,5.17198,5.17199333333,"SNX27",39.202344,28.926133,21.560442,3484,4285,834,29.8963063333333,0.199764763682161
"Snx29","SNX29",2156,0.773596,2180,0.722465,2034,0.768884,0.754981666667,"SNX29",6.348965,6.118068,2.848767,228,388,38,5.10526666666667,0.287453728474923
"Snx3","SNX3",2555,11.8901,2573,11.0594,2333,11.4381,11.4625333333,"SNX3",73.547799,62.237046,89.760298,1698,2052,618,75.1817143333333,0.163589562697029
"Snx30","SNX30",539,0.845899,574,0.832025,434,0.717568,0.798497333333,"SNX30",8.984859,8.463377,7.205531,1305,1834,297,8.21792233333333,0.195108753176339
"Snx31","SNX31",12,0.0361568,14,0.0389611,5,0.0158717,0.0303298666667,"SNX31",0,0.013719,0,0,1,0,0.004573,1.02563961669953
"Snx32","SNX32",16414,139.183,17572,137.622,15020,134.179,136.994666667,"SNX32",54.202006,43.872254,51.128275,1267,1579,441,49.7341783333333,2.71995469721316
"Snx33","SNX33",121,1.67996,128,1.64142,101,1.47734,1.59957333333,"SNX33",2.852839,4.022477,4.437146,290,616,143,3.77082066666667,0.544890180319081
"Snx4","SNX4",1826,5.80429,1900,5.57823,1517,5.08016,5.48756,"SNX4",9.263021,8.417267,8.737078,483,625,161,8.80578866666667,0.661605121274284
"Snx5","SNX5",1080,8.06513,1054,7.26981,925,7.27736,7.53743333333,"SNX5",123.74925,112.821752,109.712919,1927,2522,604,115.427973666667,0.0733280247389057
"Snx6","SNX6",3375,10.6135,3258,9.46306,2913,9.65096,9.90917333333,"SNX6",100.069618,157.369252,148.026359,837,1114,244,135.155076333333,0.0801231480097171
"Snx7","SNX7",4575,8.13474,4782,7.85339,4160,7.79273,7.92695333333,"SNX7",5.079708,3.955287,4.779374,131,151,38,4.60478966666667,1.59273654574787
"Snx8","SNX8",606,1.92094,596,1.74494,545,1.82004,1.82864,"SNX8",6.692464,7.07154,5.719495,281,416,98,6.49449966666667,0.377428797893068
"Snx9","SNX9",1577,2.70082,1745,2.76029,1537,2.77321,2.74477333333,"SNX9",5.422356,4.828685,5.841914,363,507,120,5.36431833333333,0.588401323943308
"Soat1","SOAT1",896,2.79212,870,2.50404,717,2.35391,2.55002333333,"SOAT1",19.203103,14.399965,17.36712,927,1214,218,16.9900626666667,0.197332460653834
"Soat2","SOAT2",32,0.383706,37,0.409775,20,0.252652,0.348711,"SOAT2",0.134906,0.191009,0.13912,6,13,2,0.155011666666667,1.16770335653175
"Sobp","SOBP",1039,0.937402,1091,0.909138,965,0.917237,0.921259,"SOBP",5.479427,4.734699,4.781023,556,672,150,4.998383,0.320296153146606
"Socs1","SOCS1",24,1.12982,25,1.08701,31,1.53746,1.25143,"SOCS1",0.08289,0.034893,0.22067,5,3,4,0.112817666666667,2.02317959845473
"Socs2","SOCS2",1129,5.50712,1233,5.55506,1158,5.9509,5.67102666667,"SOCS2",4.962509,3.547115,3.31236,111,170,37,3.94066133333333,1.35022949694251
"Socs3","SOCS3",170,6.64791,175,6.32075,230,9.47562,7.48142666667,"SOCS3",4.522013,2.999054,7.187252,32,34,8,4.902773,1.43685462183113
"Socs4","SOCS4",1281,10.3705,1173,8.77087,1040,8.87007,9.33714666667,"SOCS4",2.25331,2.72861,1.601959,305,467,67,2.19462633333333,3.23579210463842
"Socs5","SOCS5",2179,11.2132,2191,10.4138,1920,10.4092,10.6787333333,"SOCS5",20.922377,15.37315,18.470813,1673,1948,501,18.2554466666667,0.606515836037042
"Socs6","SOCS6",498,0.294725,508,0.277681,414,0.258126,0.276844,"SOCS6",8.155959,5.054037,6.230385,336,442,102,6.480127,0.170698171301102
"Socs7","SOCS7",3056,13.1361,3225,12.8038,2865,12.9742,12.9713666667,"SOCS7",9.957863,7.378295,6.778102,1042,1127,250,8.03808666666667,1.54583234062445
"Sod1","SOD1",3920,109.114,4388,112.812,3560,104.397,108.774333333,"SOD1",247.333056,221.901313,273.339904,2420,3193,826,247.524757666667,0.441703813992788
"Sod2","SOD2",5613,26.2264,5797,25.0174,5070,24.9572,25.4003333333,"SOD2",70.294165,70.207378,48.203352,3781,4911,1020,62.9016316666667,0.413140206982717
"Sod2","SOD2",5613,26.2264,5797,25.0174,5070,24.9572,25.4003333333,"SOD2",70.294165,70.207378,48.203352,3781,4911,1020,62.9016316666667,0.413140206982717
"Sod3","SOD3",320,6.51113,398,7.4797,315,6.75244,6.91442333333,"SOD3",2.292722,2.146411,3.68264,188,264,95,2.70725766666667,2.13484576604737
"Soga1","SOGA1",723,1.76841,681,1.53846,586,1.51003,1.60563333333,"SOGA1",9.358259,6.409831,2.994291,743,1145,151,6.254127,0.359193233497291
"Soga3","SOGA3",5917,16.4606,5828,14.9747,5389,15.7942,15.7431666667,"",27.298685,19.677957,16.228013,872,1108,218,21.0682183333333,0.758700426731323
"Soga3","SOGA3",5917,16.4606,5828,14.9747,5389,15.7942,15.7431666667,"SOGA3",27.298685,19.677957,16.228013,872,1108,218,21.0682183333333,0.758700426731323
"Soga3","AL096711.2",5917,16.4606,5828,14.9747,5389,15.7942,15.7431666667,"",27.298685,19.677957,16.228013,872,1108,218,21.0682183333333,0.758700426731323
"Soga3","AL096711.2",5917,16.4606,5828,14.9747,5389,15.7942,15.7431666667,"SOGA3",27.298685,19.677957,16.228013,872,1108,218,21.0682183333333,0.758700426731323
"Sohlh2","SOHLH2",0,0,2,0.0102653,1,0.0058545,0.00537326666667,"SOHLH2",0,0,0,0,0,0,0,1.00537326666667
"Sohlh2","SOHLH2",0,0,2,0.0102653,1,0.0058545,0.00537326666667,"CCDC169-SOHLH2",0,0,0,0,0,0,0,1.00537326666667
"Sohlh2","CCDC169-SOHLH2",0,0,2,0.0102653,1,0.0058545,0.00537326666667,"SOHLH2",0,0,0,0,0,0,0,1.00537326666667
"Sohlh2","CCDC169-SOHLH2",0,0,2,0.0102653,1,0.0058545,0.00537326666667,"CCDC169-SOHLH2",0,0,0,0,0,0,0,1.00537326666667
"Son","SON",8672,42.4383,8636,39.0343,8182,42.1834,41.2186666667,"SON",107.616872,92.218741,85.022747,7709,10019,1662,94.9527866666667,0.439994169355026
"Sorbs1","SORBS1",5784,4.09871,5446,3.56444,5220,3.89703,3.85339333333,"SORBS1",107.271581,92.129929,72.477149,1532,1940,339,90.6262196666667,0.0529694813448213
"Sorbs2","SORBS2",1211,0.587151,1287,0.57634,1150,0.587418,0.583636333333,"SORBS2",15.800981,16.505071,12.510337,1071,1349,289,14.9387963333333,0.0993573354106476
"Sorbs3","SORBS3",964,4.74657,982,4.46591,904,4.68938,4.63395333333,"SORBS3",13.930283,14.458295,16.198807,868,1383,324,14.8624616666667,0.355175221332082
"Sorcs1","SORCS1",1683,0.487938,1779,0.476378,1649,0.503669,0.489328333333,"SORCS1",6.244795,5.584079,5.178445,797,1023,209,5.66910633333333,0.223317526950962
"Sorcs2","SORCS2",393,0.160114,414,0.155788,416,0.178556,0.164819333333,"SORCS2",4.888901,3.982798,4.463638,614,688,177,4.44511233333333,0.213920165834289
"Sorcs3","SORCS3",602,0.155861,548,0.131044,521,0.14211,0.143005,"SORCS3",3.761606,2.759677,2.711829,442,480,102,3.077704,0.280306025155333
"Sord","SORD",1364,6.92028,1463,6.85564,1261,6.74013,6.83868333333,"SORD",8.282273,7.717678,9.020714,410,569,141,8.34022166666667,0.839239539817845
"Sorl1","SORL1",11881,11.5557,12631,11.3469,11144,11.419,11.4405333333,"SORL1",141.637603,123.003311,204.481189,7440,9488,1841,156.374034333333,0.079050736584345
"Sort1","SORT1",2027,4.06314,2128,3.9398,1999,4.22148,4.07480666667,"SORT1",42.903212,41.535643,38.448118,6432,9283,1797,40.9623243333333,0.120937215640335
"Sos1","SOS1",4298,7.69395,4223,6.9823,3793,7.15335,7.27653333333,"SOS1",11.080639,8.928254,8.382168,2002,2446,472,9.463687,0.790976768832057
"Sos2","SOS2",1265,2.0016,1300,1.89988,1155,1.92537,1.94228333333,"SOS2",15.960892,12.838727,14.324049,836,1201,209,14.374556,0.191373548174659
"Sostdc1","SOSTDC1",558,20.0757,570,18.9412,527,19.9752,19.6640333333,"SOSTDC1",0.815714,0.303952,0.279603,28,16,3,0.466423,14.0914547393897
"Sowaha","SOWAHA",46,1.92858,55,2.1298,48,2.12015,2.05951,"SOWAHA",3.452212,2.432136,2.402418,256,272,55,2.76225533333333,0.813211685260419
"Sowahb","SOWAHB",34,1.3531,46,1.69085,27,1.13204,1.39199666667,"SOWAHB",0.860674,0.582982,0.648241,72,73,17,0.697299,1.40929598536852
"Sowahc","SOWAHC",517,17.9034,551,17.6235,424,15.4687,16.9985333333,"SOWAHC",2.588847,2.383466,2.233792,236,342,63,2.402035,5.29051974283039
"Sowahd","SOWAHD",14,1.38051,9,0.81969,15,1.55829,1.25283,"SOWAHD",0.032322,0,0,1,0,0,0.010774,2.22881672856643
"Sox1","SOX1",3,0.0963632,2,0.0593355,1,0.0338403,0.0631796666667,"SOX1",1.274408,1.173943,0.927206,120,167,27,1.12518566666667,0.50027613273634
"Sox10","SOX10",1719,25.8206,1781,24.7087,1450,22.9458,24.4917,"SOX10",21.296459,28.305237,33.765149,1217,2378,606,27.7889483333333,0.885468260418683
"Sox11","SOX11",419,7.82488,327,5.64035,298,5.86305,6.44276,"SOX11",0.630696,0.574257,0.357611,114,159,20,0.520854666666667,4.89380094175117
"Sox12","SOX12",359,12.5129,406,13.0703,345,12.6686,12.7506,"SOX12",2.135389,1.871738,2.109316,192,254,59,2.03881433333333,4.52498852896903
"Sox13","SOX13",278,1.0255,279,0.950587,217,0.843328,0.939805,"SOX13",6.401171,4.801857,6.181213,274,336,103,5.794747,0.285485979095322
"Sox15","SOX15",2,0.219532,6,0.608294,4,0.462564,0.43013,"SOX15",0,0,0,0,0,0,0,1.43013
"Sox17","SOX17",183,4.42143,174,3.88289,184,4.68353,4.32928333333,"SOX17",4.025339,2.441429,3.66774,124,140,44,3.37816933333333,1.21724011283788
"Sox18","SOX18",49,4.21343,41,3.25626,38,3.44245,3.63738,"SOX18",2.672054,1.502921,3.421201,83,70,33,2.53205866666667,1.31293968692102
"Sox2","SOX2",283,21.3535,230,16.029,187,14.8651,17.4158666667,"SOX2",7.559539,8.242745,9.100352,303,518,112,8.30087866666667,1.98001364459258
"Sox21","SOX21",1,0.0408552,0,0,0,0,0.0136184,"SOX21",1.114951,1.299707,1.20895,84,150,28,1.20786933333333,0.459093472922915
"Sox3","SOX3",18,1.35291,21,1.45784,12,0.950216,1.25365533333,"SOX3",0.34991,0.214666,0.474366,12,11,5,0.346314,1.67394481029686
"Sox30","SOX30",3,0.0123558,6,0.0228241,12,0.0520683,0.0290827333333,"SOX30",0.035123,0.046054,0,2,4,0,0.027059,1.00197041585079
"Sox4","SOX4",587,19.0006,563,16.8318,505,17.2212,17.6845333333,"SOX4",1.764594,1.564971,1.10196,171,234,33,1.477175,7.5426779833076
"Sox5","SOX5",280,0.0455754,275,0.0413428,201,0.0344677,0.0404619666667,"SOX5",5.618304,2.291972,1.71887,267,393,51,3.20971533333333,0.247157321643134
"Sox6","SOX6",303,0.0828073,267,0.0673957,266,0.0765864,0.0755964666667,"SOX6",4.029522,5.148977,1.637529,347,570,70,3.60534266666667,0.233554057649572
"Sox7","SOX7",35,0.76945,41,0.832513,24,0.555863,0.719275333333,"SOX7",0.424782,0.299009,0.45166,30,32,10,0.391817,1.23527398597158
"Sox8","SOX8",156,5.04955,96,2.87008,60,2.04608,3.32190333333,"SOX8",15.651264,23.764857,17.727678,832,1839,289,19.047933,0.215578500453388
"Sox9","SOX9",35,0.981094,29,0.750819,27,0.797352,0.843088333333,"SOX9",3.09236,4.296537,3.92541,255,557,100,3.77143566666667,0.386275423602344
"Sp1","SP1",957,4.9083,1040,4.9266,749,4.04711,4.62733666667,"SP1",6.609096,17.532929,3.193037,646,943,171,9.11168733333333,0.556518064805999
"Sp100","SP140",245,0.633654,261,0.623479,224,0.610349,0.622494,"SP140",5.320512,3.182452,5.085901,111,122,31,4.52962166666667,0.293418627495009
"Sp2","SP2",313,1.64018,326,1.57783,298,1.64516,1.62105666667,"SP2",3.106407,2.631562,3.204533,195,257,66,2.980834,0.658418981215997
"Sp3","SP3",1140,4.0195,1309,4.26286,1064,3.95232,4.07822666667,"SP3",14.4249,11.741209,8.231743,543,791,127,11.4659506666667,0.407367781443972
"Sp4","SP4",407,0.949812,403,0.868646,353,0.867884,0.895447333333,"SP4",3.304017,2.675599,2.116542,242,424,57,2.69871933333333,0.51246043900952
"Sp5","SP5",0,0,1,0.0510704,0,0,0.0170234666667,"SP5",0.025752,0.052036,0,1,3,0,0.0259293333333333,0.991319220167243
"Sp6","SP6",48,0.656912,48,0.606739,40,0.576726,0.613459,"SP6",0.187657,0.151146,0.284427,15,18,7,0.207743333333333,1.33592871553835
"Sp7","SP7",3,0.0440226,4,0.0542137,4,0.0618384,0.0533582333333,"SP7",0.311883,0.80555,0.616135,21,81,12,0.577856,0.6675883181566
"Sp9","SP9",498,6.04711,510,5.71983,466,5.9614,5.90944666667,"SP9",0.254904,0.142598,0.036868,6,14,1,0.14479,6.03555819553805
"Spa17","SPA17",94,1.39841,80,1.09924,73,1.14413,1.21392666667,"SPA17",3.789572,2.967601,2.645976,40,46,9,3.134383,0.535491430443188
"Spaar","SPAAR",26,0.137124,38,0.185106,44,0.244477,0.188902333333,"SPAAR",0.245998,0.373203,0.212275,13,29,6,0.277158666666667,0.930896343863044
"Spaca1","SPACA1",9,0.0551734,5,0.0283108,2,0.012917,0.0321337333333,"SPACA1",0,0.04985,0,0,1,0,0.0166166666666667,1.0152634391855
"Spaca3","SPACA3",5,0.0821212,5,0.075849,4,0.0692132,0.0757278,"SPACA3",0.145886,0,0,2,0,0,0.0486286666666667,1.0258424494721
"Spaca5","SPACA5B",10,0.162387,4,0.0599936,10,0.171078,0.131152866667,"SPACA5",0.217718,0.073487,0,2,1,0,0.0970683333333333,1.03106874229986
"Spaca5","SPACA5B",10,0.162387,4,0.0599936,10,0.171078,0.131152866667,"SPACA5B",0.217718,0.073487,0,2,1,0,0.0970683333333333,1.03106874229986
"Spaca5","SPACA5",10,0.162387,4,0.0599936,10,0.171078,0.131152866667,"SPACA5",0.217718,0.073487,0,2,1,0,0.0970683333333333,1.03106874229986
"Spaca5","SPACA5",10,0.162387,4,0.0599936,10,0.171078,0.131152866667,"SPACA5B",0.217718,0.073487,0,2,1,0,0.0970683333333333,1.03106874229986
"Spaca6","SPACA6",383,3.75,418,3.78011,334,3.44527,3.65846,"SPACA6",44.219988,34.45836,25.430247,510,565,89,34.702865,0.13047860444813
"Spaca7","SPACA7",0,0,2,0.0103445,1,0.00589971,0.00541473666667,"SPACA7",0,0,0,0,0,0,0,1.00541473666667
"Spaca9","SPACA9",3,0.0608822,2,0.0374881,2,0.0427605,0.0470436,"SPACA9",0.100394,0.266944,0,1,4,0,0.122446,0.932823138039603
"Spag1","SPAG1",212,0.57202,204,0.508394,158,0.449135,0.509849666667,"SPAG1",11.723125,8.828299,12.229515,493,543,153,10.9269796666667,0.126591116012942
"Spag16","SPAG16",39,0.00673948,50,0.00798044,30,0.00546169,0.00672720333333,"SPAG16",0.477273,0.473833,0.510289,30,33,10,0.487131666666667,0.676959025147962
"Spag17","SPAG17",196,0.117949,201,0.111719,165,0.104608,0.111425333333,"SPAG17",0.102017,0.072335,0.054122,10,7,3,0.076158,1.03277151991901
"Spag4","SPAG4",54,1.53983,45,1.18518,40,1.20166,1.30889,"SPAG4",2.017847,3.248917,1.775703,78,91,19,2.347489,0.689737890102103
"Spag5","SPAG5",54,0.400463,72,0.493169,45,0.351581,0.415071,"SPAG5",14.221192,12.661194,18.846894,323,486,115,15.2430933333333,0.087118319827422
"Spag5","AC005726.1",54,0.400463,72,0.493169,45,0.351581,0.415071,"SPAG5",14.221192,12.661194,18.846894,323,486,115,15.2430933333333,0.087118319827422
"Spag6","SPAG6",83,0.228483,70,0.177979,55,0.159508,0.188656666667,"SPAG6",0.623593,0.282561,0.709324,9,10,3,0.538492666666667,0.772611200833586
"Spag7","SPAG7",834,22.9267,941,23.8924,749,21.6921,22.8370666667,"SPAG7",37.720243,32.482432,38.104607,429,578,137,36.1024273333333,0.642466500979693
"Spag8","SPAG8",9,0.618089,16,1.0149,7,0.506466,0.713151666667,"SPAG8",1.95919,1.176717,2.963361,31,40,12,2.03308933333333,0.564820708654916
"Spag9","SPAG9",12789,15.2696,13417,14.7959,11273,14.1799,14.7484666667,"SPAG9",73.834935,64.8233,52.053367,9359,12583,2187,63.570534,0.243895561816168
