"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"PIP5K1A","Pip5k1a",2.626771,2.080828,2.008824,184,155,167,2.23880766666667,32.634668,20.970509,17.1206,876,765,688,245.476740333333,0.0131404191011555
"PIP5K1B","Pip5k1b",3.274891,2.681777,3.256548,226,198,151,3.071072,3.282182,2.695185,2.49827,187,148,145,8.02511866666667,0.451082379119964
"PIP5K1C","Pip5k1c",3.095558,2.893823,3.287084,329,325,272,3.092155,17.782915,4.772364,3.816716,653,480,417,0.075562,3.80466676955861
"PIP5KL1","Pip5kl1",0,0,0,0,0,0,0,0.290692,1.335927,0.126122,3,12,1,0,1
"PIPOX","Pipox",0.067238,0.102094,0.278853,4,3,3,0.149395,1.046371,0.949487,0.669475,32,32,24,0.748332666666667,0.657423510933655
"PIR","Pir",1.646427,1.303351,1.72627,46,37,35,1.55868266666667,10.952296,14.51684,11.417265,160,205,151,41.7505673333333,0.0598514318351892
"PIRT","Pirt",0.883406,0.567412,1.017659,119,71,99,0.822825666666667,0,0,0,0,0,0,0.0910063333333333,1.67077459678664
"PISD","Pisd",6.124188,5.91708,6.864287,419,396,323,6.30185166666667,8.132056,6.090887,6.619239,312,238,229,0,7.30185166666667
"PITHD1","Pithd1",6.191145,6.114262,7.689403,124,123,120,6.66493666666667,12.766966,12.969912,13.039155,361,337,335,0.678989666666667,4.56520776681373
"PITPNA","Pitpna",14.670316,13.723954,13.034105,682,683,501,13.8094583333333,32.391513,21.642868,20.273978,1351,1116,940,0.294721333333333,11.4383365377981
"PITPNB","Pitpnb",9.569065,6.699804,9.187961,411,388,290,8.48561,10.040667,9.589846,8.920031,429,517,403,0.00935933333333333,9.39765422158874
"PITPNC1","Pitpnc1",8.539767,10.791725,12.001985,797,800,718,10.4444923333333,1.251963,0.732363,0.764258,60,33,39,18.1223653333333,0.598487275702434
"PITPNM1","Pitpnm1",2.666686,4.019243,4.107889,163,162,163,3.59793933333333,12.698105,8.61065,4.92404,286,188,173,2.775997,1.21767557901485
"PITPNM2","Pitpnm2",4.066361,3.965328,5.199194,758,809,682,4.41029433333333,3.554636,2.827963,2.781871,501,370,344,3.696274,1.15203975179756
"PITPNM3","Pitpnm3",0.196282,0.265312,0.51392,44,41,36,0.325171333333333,1.187374,0.962327,0.83157,192,147,126,0.005882,1.31742225562574
"PITRM1","Pitrm1",6.342219,7.124131,8.943558,603,594,522,7.46996933333333,29.157134,27.678564,26.547223,957,709,580,0,8.46996933333333
"PITX1","Pitx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.077414,0.928148325527606
"PITX2","Pitx2",0.039869,0,0.056459,2,0,1,0.0321093333333333,4.187441,5.087903,2.540309,103,96,76,0.631958,0.632436210572413
"PITX3","Pitx3",0.028862,0,0,1,0,0,0.00962066666666667,0.173088,0.102609,0.190821,4,2,5,0.0445913333333333,0.966522155075637
"PIWIL1","Piwil1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02578,0.974867905398819
"PIWIL2","Piwil2",0.073757,0.114038,0.042473,12,12,5,0.076756,0.066265,0,0,5,0,0,0.747053333333333,0.61632691999481
"PIWIL4","Piwil4",0.014907,0,0,1,0,0,0.004969,0.425213,0.549702,0.106841,9,12,2,0.0270306666666667,0.978518979634493
"PJA1","Pja1",2.697893,2.830555,3.779539,189,196,193,3.10266233333333,9.323057,7.66513,5.921397,392,316,296,0.0917396666666667,3.75791267698435
"PJA2","Pja2",12.559318,12.337543,15.214275,1816,1637,1581,13.3703786666667,12.3203,7.138589,5.951094,838,585,503,0,14.3703786666667
"PJVK","Pjvk",0.065351,0.033423,0.042844,1,1,1,0.047206,3.448888,7.052097,4.469162,51,75,48,0,1.047206
"PKD1","Pkd1",31.372783,36.083572,31.912464,1076,1025,799,33.1229396666667,58.373841,29.673168,29.355593,1826,1037,894,0.535866333333333,22.2173889264235
"PKD1L1","Pkd1l1",0,0,0.006612,0,0,1,0.002204,0.318376,4.010336,0.043593,26,13,7,0,1.002204
"PKD1L2","Pkd1l2",0,0,0,0,0,0,0,1.520692,0.862758,1.186466,54,39,46,0,1
"PKD1L3","Pkd1l3",0.051552,0.055478,0.017793,5,4,1,0.0416076666666667,0.043764,0.018253,0,5,2,0,0.32654,0.785206376488207
"PKD2","Pkd2",3.254495,2.804754,2.960138,515,435,334,3.00646233333333,6.900824,4.43176,2.857819,304,245,185,0,4.00646233333333
"PKD2L1","Pkd2l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.907451333333333,0.52425977141575
"PKD2L2","Pkd2l2",3.43198,3.584639,3.597262,204,195,146,3.53796033333333,0.085154,0.133993,0.224247,3,4,4,0.0459906666666667,4.33843291144727
"PKDCC","Pkdcc",5.184311,5.918322,7.955395,211,228,222,6.352676,29.124976,22.468747,16.438681,478,390,309,0,7.352676
"PKDREJ","Pkdrej",0.397338,0.469873,0.407519,92,102,68,0.42491,0.042976,0.025176,0,7,4,0,0,1.42491
"PKHD1L1","Pkhd1l1",0.134731,0.155689,0.312662,57,41,43,0.201027333333333,0.201519,0.205359,0.207175,7,7,7,0,1.20102733333333
"PKIA","Pkia",40.209821,43.378252,46.28718,2921,2483,2608,43.291751,16.352396,14.176629,13.270671,478,470,395,1.77979466666667,15.9334613923522
"PKIB","Pkib",1.591172,0.929757,1.229744,18,16,21,1.25022433333333,4.59465,5.353868,4.683522,50,66,49,0,2.25022433333333
"PKIG","Pkig",46.655798,48.067394,68.179082,908,930,923,54.300758,114.39928,86.692599,92.972245,2172,1687,1719,0.906836,29.0013184143786
"PKLR","Pklr",0,0,0,0,0,0,0,0.018608,0.019682,0,1,1,0,0.188772333333333,0.841203964762527
"PKM","Pkm",173.629915,169.117893,208.512227,8912,8144,7358,183.753345,662.39723,364.27905,395.437072,19488,13928,14588,0.009899,182.942398200216
"PKMYT1","Pkmyt1",0.241801,0.245804,0.133463,17,17,7,0.207022666666667,5.797137,7.174564,4.611436,102,92,72,0,1.20702266666667
"PKN1","Pkn1",9.687315,6.530787,9.280225,670,749,590,8.49944233333333,65.465955,50.892553,49.774263,1103,871,783,3.122306,2.30440009386332
"PKN2","Pkn2",3.356999,5.441602,4.059603,480,505,446,4.286068,18.237783,10.034969,6.921773,470,374,223,1.28958533333333,2.30874469845777
"PKN3","Pkn3",0.977626,2.135789,1.39697,82,85,47,1.50346166666667,6.069249,4.339264,3.443826,156,110,97,0.0289353333333333,2.43306025710718
"PKNOX1","Pknox1",2.17267,2.751745,4.734298,124,115,94,3.219571,4.918471,2.245075,2.48808,198,143,156,0,4.219571
"PKNOX2","Pknox2",1.24739,1.970611,1.674683,121,101,98,1.63089466666667,0.159494,0.111511,0.164522,16,11,14,0.506100333333333,1.74682563202407
"PKP1","Pkp1",0,0,0,0,0,0,0,0,0.008714,0.01765,0,1,2,56.084709,0.0175178260083624
"PKP3","Pkp3",0.172535,0,0.03195,2,0,1,0.0681616666666667,0,0,0.017089,0,0,1,0,1.06816166666667
"PKP4","Pkp4",28.180727,28.772854,25.560901,1172,1029,961,27.5048273333333,15.555482,6.875298,12.624595,338,252,217,0.281907,22.236267789577
"PLA1A","Pla1a",4.656548,6.435551,5.986966,130,164,110,5.69302166666667,0.606858,0.745042,0.188367,20,18,5,0.0299013333333333,6.49870181739092
"PLA2G10","Pla2g10",0,0,0,0,0,0,0,0.129389,0,0,1,0,0,0,1
"PLA2G12A","Pla2g12a",12.176526,11.55016,8.857404,316,273,189,10.8613633333333,73.212587,45.359455,48.770188,386,298,315,0,11.8613633333333
"PLA2G12B","Pla2g12b",0,0,0,0,0,0,0,0,0.067813,0,0,2,0,0,1
"PLA2G15","Pla2g15",0.717529,0.80473,1.063323,61,57,69,0.861860666666667,8.662268,6.100849,5.775187,417,314,297,0,1.86186066666667
"PLA2G1B","Pla2g1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0.968394,0.50802837236854
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,0,0,0,0,0,0,36.8744183333333,0.0264030457497455
"PLA2G2C","Pla2g2c",0.01994,0.119362,0.077596,1,2,1,0.0722993333333333,0.016874,0.014968,0.075789,1,1,5,0,1.07229933333333
"PLA2G2D","Pla2g2d",0.17863,0.219369,0.206282,12,14,10,0.201427,0.038031,0.018507,0.018754,2,1,1,0,1.201427
"PLA2G2E","Pla2g2e",0,0.052519,0,0,1,0,0.0175063333333333,0,0,0,0,0,0,0.115626,0.912049677341092
"PLA2G2F","Pla2g2f",0.036405,0.013024,0.034056,3,1,2,0.0278283333333333,0,0,0,0,0,0,0,1.02782833333333
"PLA2G3","Pla2g3",0.101024,0.023706,0.032812,9,2,2,0.052514,0.052962,0.037503,0.018848,3,2,1,2.08922233333333,0.340705163446205
"PLA2G4A","Pla2g4a",1.682349,9.222574,0.546653,28,43,34,3.817192,0.05444,0.088422,0.300376,3,5,6,0,4.817192
"PLA2G4B","Pla2g4b",0.55117,0.314618,0.413663,40,22,25,0.426483666666667,17.624094,11.635938,21.844698,137,101,95,0,1.42648366666667
"PLA2G4C","Pla2g4c",0.188644,0.016661,0.268265,2,1,2,0.157856666666667,11.544767,8.495778,11.545761,66,57,79,0,1.15785666666667
"PLA2G4D","Pla2g4d",0,0,0,0,0,0,0,0.087035,0.029766,0.062704,6,2,4,0,1
"PLA2G4E","Pla2g4e",0.679341,0.491107,0.96499,92,69,87,0.711812666666667,0.033549,0,0.011873,3,0,1,0.0624413333333333,1.61120676780898
"PLA2G4F","Pla2g4f",0,0,0,0,0,0,0,0.110436,0.275978,0.231244,5,6,9,0.132047666666667,0.883355029514364
"PLA2G5","Pla2g5",7.622987,10.609899,10.377215,274,317,286,9.53670033333333,0.201487,0.291512,0.193253,6,7,6,0.561272666666667,6.74878934236984
"PLA2G6","Pla2g6",2.095303,0.840137,1.415533,91,57,55,1.45032433333333,12.261499,8.08259,4.892824,207,153,119,0.0424176666666667,2.35061665941323
"PLA2G7","Pla2g7",1.172229,1.193428,0.777157,56,52,34,1.04760466666667,0,0,0,0,0,0,10.2179116666667,0.182529933156008
"PLA2R1","Pla2r1",0.659585,0.668246,0.384993,54,51,50,0.570941333333333,0.026274,0.019265,0.068218,7,5,9,0,1.57094133333333
"PLAA","Plaa",7.838322,10.758992,11.472506,550,524,469,10.0232733333333,15.113969,14.303867,13.166602,483,524,395,2.00902466666667,3.66340411078939
"PLAAT1","Plaat1",5.573059,7.932221,6.146714,315,314,259,6.55066466666667,9.653416,6.588334,8.08619,105,82,89,0,7.55066466666667
"PLAAT3","Plaat3",16.438928,15.485738,20.444462,1177,1062,1089,17.456376,44.338134,23.49387,15.188661,243,193,120,0.0562893333333333,17.4728414058269
"PLAAT5","Plaat5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.197011333333333,0.835413978258073
"PLAC1","Plac1",0,0,0,0,0,0,0,0.518192,0.537051,1.083998,6,10,7,1.01237966666667,0.496924122502397
"PLAC8","Plac8",0.117477,0.266273,0.162099,2,3,2,0.181949666666667,0.378505,0.210562,0.380987,5,5,4,0.016273,1.1630237806836
"PLAC8L1","Plac8l1",0,0,0,0,0,0,0,0.803114,0.482747,0.220902,9,7,8,0.00835133333333333,0.991717833797347
"PLAG1","Plag1",0.422563,0.239743,0.268892,62,31,30,0.310399333333333,0.706111,0.659172,0.42914,75,80,55,1.44446333333333,0.536068312199406
"PLAT","Plat",2.035248,1.798853,2.57449,168,138,153,2.136197,3.072226,3.531847,1.532804,116,96,72,28.3917463333333,0.10670332291359
"PLAU","Plau",0.640381,0.53608,0.785621,45,34,38,0.654027333333333,2.32389,2.675193,1.930275,115,126,90,0,1.65402733333333
"PLAUR","Plaur",0.509723,0.459899,0.852042,18,18,20,0.607221333333333,2.994117,2.247701,2.759691,53,42,48,1.16121533333333,0.743665523996838
"PLB1","Plb1",0.176165,0.379065,0.486153,13,9,13,0.347127666666667,0.449896,0.460418,0.305269,19,10,11,0.0823056666666667,1.24468318715877
"PLBD1","Plbd1",6.846273,7.320539,7.815428,385,399,342,7.32741333333333,17.4365,10.648268,8.417276,476,378,307,0,8.32741333333333
"PLBD2","Plbd2",3.241487,3.916507,4.25854,433,441,358,3.80551133333333,4.930524,4.618547,4.798904,461,451,358,2.849658,1.24829564946635
"PLCB1","Plcb1",0.459704,1.28929,0.355826,84,98,60,0.701606666666667,1.804848,12.772517,19.167862,92,59,56,3.77762933333333,0.356161298406853
"PLCB2","Plcb2",0.121101,0.102262,0.404277,17,17,18,0.209213333333333,10.093131,6.965647,8.093878,152,147,125,2.31953033333333,0.364272415645948
"PLCB3","Plcb3",2.147251,1.494476,2.621126,213,192,174,2.08761766666667,1.652424,1.74277,1.179609,156,110,105,0,3.08761766666667
"PLCD1","Plcd1",2.603331,2.264954,2.025432,186,156,131,2.29790566666667,4.954065,5.435994,4.35281,75,62,44,0,3.29790566666667
"PLCD3","Plcd3",1.242492,1.51123,1.542815,74,74,55,1.432179,188.538858,84.46287,115.137537,1063,810,656,0.405323,1.73069038221106
"PLCD4","Plcd4",0.031251,0.022479,0.032457,3,2,2,0.028729,3.75891,2.301784,1.793376,76,58,51,0.655201,0.621513036785261
"PLCE1","Plce1",1.489397,1.728853,2.977918,439,462,461,2.06538933333333,8.174794,4.933817,3.495889,634,435,368,3.72056466666667,0.649369206819467
"PLCG1","Plcg1",7.739962,6.473344,6.279115,802,705,540,6.830807,43.995237,22.532585,22.80236,758,532,442,10.4479403333333,0.684036321992244
"PLCG2","Plcg2",0.859957,0.985416,1.075451,127,136,114,0.973608,10.437478,8.012296,12.305867,181,114,93,132.207919333333,0.0148159959999175
"PLCH1","Plch1",0,0,0,0,0,0,0,0.026975,0.180449,0.055613,3,5,7,4.338471,0.187319552733358
"PLCH2","Plch2",0.013651,0,0,1,0,0,0.00455033333333333,0.028923,0.034537,0.01252,3,4,1,0,1.00455033333333
"PLCL1","Plcl1",0.345702,0.31038,1.021769,70,59,67,0.559283666666667,5.305688,3.472016,2.725855,462,334,290,0,1.55928366666667
"PLCL2","Plcl2",1.209364,1.11926,1.47796,158,142,137,1.26886133333333,3.927849,3.141209,2.505071,306,258,202,0,2.26886133333333
"PLCXD1","Plcxd1",0.045127,0.046624,0.037862,5,5,3,0.0432043333333333,12.886488,8.972443,7.865948,339,319,243,11.8464323333333,0.0812057625233797
"PLCXD2","Plcxd2",0.004217,0.027409,0.017531,1,6,3,0.0163856666666667,2.856547,3.038236,3.022664,45,30,23,0,1.01638566666667
"PLCXD3","Plcxd3",0,0.018936,0,0,1,0,0.006312,5.215002,3.926443,3.462769,653,540,470,0,1.006312
"PLCZ1","Plcz1",0,0,0,0,0,0,0,0.295315,0.171678,0,8,5,0,0,1
"PLD1","Pld1",0.871902,1.07408,1.541206,120,110,93,1.162396,33.277515,3.942429,7.593787,237,214,179,0,2.162396
"PLD2","Pld2",1.546472,1.14474,1.708067,91,109,73,1.46642633333333,4.758633,4.09823,3.089973,43,42,35,8.81123766666667,0.251387889798341
"PLD3","Pld3",7.986687,9.825194,7.913808,197,181,139,8.57522966666667,492.936395,452.469982,451.358577,3368,3057,2538,5.803751,1.4073456930841
"PLD4","Pld4",1.460684,1.692696,1.069273,63,65,44,1.407551,0,0,0,0,0,0,0,2.407551
"PLD5","Pld5",0.009504,0.053787,0.070796,1,6,4,0.0446956666666667,0.040005,0.057022,0.017359,2,3,3,0,1.04469566666667
"PLD6","Pld6",0.082297,0.07768,0,4,2,0,0.0533256666666667,0.413759,0.362934,0.337538,22,18,17,826.211065666667,0.00127334571596642
"PLEC","Plec",11.254603,25.389463,15.93511,2798,2887,2296,17.526392,17.666428,10.547985,8.97169,4630,2760,2371,0,18.526392
"PLEK","Plek",0.30712,0.57351,0.75159,41,47,62,0.544073333333333,0.017687,0.018207,0.018456,1,1,1,36.1882003333333,0.0415205177850275
"PLEK2","Plek2",0,0.046452,0,0,2,0,0.015484,2.26311,1.220948,1.639721,16,11,16,0,1.015484
"PLEKHA1","Plekha1",9.326865,7.419186,7.783247,603,484,400,8.17643266666667,8.737027,4.48935,3.997218,392,275,253,0,9.17643266666667
"PLEKHA2","Plekha2",4.344418,5.487348,6.688449,410,384,338,5.50673833333333,14.69341,5.517553,6.485653,598,505,398,19.873893,0.311716570231213
"PLEKHA3","Plekha3",2.882761,2.769647,3.021336,210,207,161,2.891248,10.122183,8.782522,8.665013,186,206,176,0,3.891248
"PLEKHA4","Plekha4",0.397907,0.850304,0.658219,16,21,24,0.635476666666667,17.820759,14.621177,14.992005,491,343,346,13.0341293333333,0.116535670138235
"PLEKHA6","Plekha6",11.987837,10.388376,12.085948,1081,960,901,11.487387,2.04614,2.408422,1.397598,299,252,203,0,12.487387
"PLEKHA7","Plekha7",0.168487,0.880354,0.856953,22,12,27,0.635264666666667,86.118723,64.445898,44.114471,2789,2226,1664,0,1.63526466666667
"PLEKHA8","Plekha8",0.869644,1.123751,1.138773,125,113,106,1.044056,0.86264,1.060115,0.640737,114,95,75,30.8273036666667,0.0642233480224333
"PLEKHB1","Plekhb1",0.21093,0.12732,0.423756,10,5,13,0.254002,5.910043,5.714299,3.599796,82,96,68,3.00748666666667,0.312914827747399
"PLEKHB2","Plekhb2",41.178404,39.860334,34.496033,1086,1120,934,38.5115903333333,9.667741,8.229686,8.534329,840,711,740,17.650183,2.11856314403635
"PLEKHD1","Plekhd1",0,0,0.02373,0,0,2,0.00791,0.09038,0.05083,0.053928,9,5,5,3.03519466666667,0.249779771054416
"PLEKHF1","Plekhf1",0.656885,1.044577,0.86924,120,179,114,0.856900666666667,0.249454,0.614535,0.330619,9,16,11,14.9872383333333,0.116148932539214
"PLEKHF2","Plekhf2",1.25706,0.823111,1.263985,98,67,77,1.11471866666667,2.231903,1.51519,1.10964,60,68,50,0,2.11471866666667
"PLEKHG2","Plekhg2",2.607739,1.622193,2.799184,236,186,132,2.34303866666667,41.54757,39.572044,15.753517,614,486,371,0,3.34303866666667
"PLEKHG3","Plekhg3",1.370267,1.216936,1.218341,199,140,137,1.26851466666667,18.516855,9.159234,7.090404,350,224,176,5.909362,0.328324766695777
"PLEKHG5","Plekhg5",4.144806,2.120508,1.256004,201,163,112,2.507106,6.171202,6.955875,4.578489,180,122,107,0,3.507106
"PLEKHG6","Plekhg6",0.035142,0.018233,0.025149,4,2,2,0.0261746666666667,0.170059,0.030256,0,5,1,0,1.45093766666667,0.418686562544158
"PLEKHH1","Plekhh1",0.21588,0.195556,0.427051,39,33,52,0.279495666666667,24.322199,10.903991,7.520806,367,259,229,0,1.27949566666667
"PLEKHH2","Plekhh2",0.360199,0.302984,0.365435,63,65,61,0.342872666666667,0.184789,0.021222,0.016383,5,3,2,9.848937,0.123779192990674
"PLEKHH3","Plekhh3",2.652894,2.27324,4.556252,158,151,149,3.16079533333333,11.379192,10.283012,9.40452,358,261,248,0,4.16079533333333
"PLEKHJ1","Plekhj1",6.3221,5.802764,5.630098,80,80,51,5.91832066666667,78.410697,66.740147,66.297333,924,756,688,6.01497366666667,0.986221901236883
"PLEKHM1","Plekhm1",0.840203,1.026131,1.424628,178,172,189,1.09698733333333,7.049691,6.12544,3.33682,267,179,170,0,2.09698733333333
"PLEKHM2","Plekhm2",22.417247,25.308497,18.602873,1128,1071,893,22.109539,19.435862,20.308548,15.166653,1157,1005,784,1.45093766666667,9.4288562758226
"PLEKHM3","Plekhm3",0.586247,0.413595,0.458166,115,90,92,0.486002666666667,1.518715,2.557517,1.101522,202,149,90,226.811332333333,0.00652295323260016
"PLEKHN1","Plekhn1",1.357149,1.137386,1.319915,140,113,93,1.27148333333333,0.081717,0.206931,0.28648,6,10,5,3.75935866666667,0.47726668495111
"PLEKHO1","Plekho1",10.860721,12.99392,14.078816,287,320,271,12.6444856666667,26.212194,20.388682,15.157381,633,492,437,10.42073,1.19471221775374
"PLEKHO2","Plekho2",1.343713,1.107262,2.299441,153,117,160,1.583472,0.77757,0.622204,0.588227,64,47,45,7.04000766666667,0.321327056777682
"PLEKHS1","Plekhs1",0.013658,0.013005,0.033423,1,1,2,0.0200286666666667,0,0.028636,0.044768,0,2,3,0,1.02002866666667
"PLET1","Plet1",0.113752,0.062514,0.157059,2,3,2,0.111108333333333,0,0,0,0,0,0,0,1.11110833333333
"PLG","Plg",0,0,0,0,0,0,0,0,0,0.013847,0,0,1,9.077876,0.0992272578071014
"PLGRKT","Plgrkt",10.539645,8.810569,7.346969,167,118,95,8.899061,18.787974,17.630867,17.442823,176,179,134,9.93161166666667,0.905544516384973
"PLIN1","Plin1",0.017323,0.021761,0.045809,1,2,1,0.0282976666666667,0.016088,0.017185,0,1,1,0,0,1.02829766666667
"PLIN2","Plin2",20.329289,19.465503,25.113063,454,374,346,21.6359516666667,16.42513,15.562824,12.502266,555,518,429,8.831683,2.3023475906075
"PLIN3","Plin3",16.896861,16.750924,16.674613,1329,1307,932,16.7741326666667,21.539489,18.088792,12.930737,739,662,506,83.1850633333333,0.21113166591429
"PLIN4","Plin4",16.36729,14.840657,11.828625,3409,2905,1770,14.345524,0.127084,0.194171,0.057535,19,27,8,5.881311,2.23002913253012
"PLIN5","Plin5",13.997787,13.732205,15.615992,913,867,725,14.4486613333333,0.57441,0.409692,0.305838,20,11,12,8.13596533333333,1.69097197391584
"PLK1","Plk1",0.163652,0.175794,0.0579,2,8,3,0.132448666666667,17.982566,15.007,11.828504,384,376,262,0,1.13244866666667
"PLK2","Plk2",2.433317,3.116999,3.485387,214,204,201,3.011901,53.785978,36.649634,25.566831,347,350,268,5.803751,0.589660174218604
"PLK3","Plk3",0.32817,0.178773,0.492404,25,13,25,0.333115666666667,3.477729,2.741708,2.499414,81,55,43,0,1.33311566666667
"PLK4","Plk4",0.627183,0.57721,0.816957,20,22,23,0.673783333333333,5.550643,2.988947,1.423347,83,58,28,0,1.67378333333333
"PLK5","Plk5",0.203871,0.264859,0.553298,14,16,16,0.340676,0.174112,0.082075,0.404646,3,1,6,0,1.340676
"PLLP","Pllp",0.020568,0.077076,0.107336,1,1,3,0.0683266666666667,0.207557,0.230412,0.11685,34,28,19,0,1.06832666666667
"PLN","Pln",1525.853333,1577.415425,1838.769097,59049,53518,49008,1647.34595166667,396.173881,417.830569,333.78204,14247,17659,14215,0,1648.34595166667
"PLOD1","Plod1",9.771237,9.864691,11.729174,861,891,743,10.455034,54.986711,45.831969,45.706063,2323,1759,1576,0,11.455034
"PLOD2","Plod2",4.436866,5.077485,5.583849,360,340,248,5.03273333333333,30.01107,24.136223,25.554498,723,526,501,11.9243356666667,0.466773185788763
"PLOD3","Plod3",4.778992,4.301656,5.1567,252,258,187,4.74578266666667,24.452427,19.465243,20.276222,557,468,435,0,5.74578266666667
"PLP1","Plp1",0.859466,0.405192,0.850323,51,33,41,0.704993666666667,0,0.13573,0,0,1,0,0,1.70499366666667
"PLP2","Plp2",9.182296,9.808314,9.934836,297,295,232,9.64181533333333,35.474437,35.589541,31.609812,698,670,599,2.644607,2.91988006754455
"PLPBP","Plpbp",20.162982,28.091193,35.711208,630,590,487,27.988461,70.603503,36.95836,31.724985,364,387,298,0,28.988461
"PLPP1","Plpp1",9.185413,9.506217,10.504179,364,372,289,9.73193633333333,7.95334,9.379937,6.422974,207,205,179,0,10.7319363333333
"PLPP2","Plpp2",0.195473,0.418568,0.522622,8,12,13,0.378887666666667,0.217999,0.263085,0.082763,14,8,11,0,1.37888766666667
"PLPP3","Plpp3",8.998947,8.345341,8.541267,923,799,629,8.62851833333333,2.619135,2.160393,1.126105,138,89,71,0,9.62851833333333
"PLPP4","Plpp4",0,0,0,0,0,0,0,0.194232,0.152271,0.30848,6,4,6,0,1
"PLPP5","Plpp5",4.071093,4.066142,4.728757,70,59,42,4.288664,8.278252,9.014859,7.261631,110,108,90,7.553352,0.618314784659862
"PLPP6","Plpp6",1.21094,1.073158,1.419363,104,91,86,1.234487,0.808274,0.816716,0.61617,48,48,36,0,2.234487
"PLPP7","Plpp7",4.042647,5.705302,5.656467,235,265,229,5.13480533333333,12.174709,11.663786,8.658771,527,463,358,37.3083036666667,0.16014296500086
"PLPPR1","Plppr1",0,0,0,0,0,0,0,0,0.262923,0.205081,0,2,2,12.0074593333333,0.0768789641676886
"PLPPR2","Plppr2",0.363162,0.368745,0.324382,32,33,20,0.352096333333333,5.049429,3.915774,3.487485,259,212,176,0,1.35209633333333
"PLPPR3","Plppr3",0.099606,0.055717,0.046486,10,5,3,0.0672696666666667,1.088719,1.180662,0.198769,24,14,6,0,1.06726966666667
