"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"SNF8",53.768109,56.284956,51.227464,53.7601763333333,544,592,460,"Snf8",62.331405,53.314956,61.493071,1510,338,566,59.0464773333333,0.911963178611555
"SNIP1",3.39626,3.905328,4.413975,3.90518766666667,140,173,153,"Snip1",4.542476,4.220112,4.557805,410,94,161,4.440131,0.901667196372048
"SNN",41.343809,39.789939,61.344917,47.4928883333333,1772,1870,1865,"Snn",33.576562,34.189455,35.192938,3974,983,1629,34.3196516666667,1.37297187387324
"SNORA10",5.439027,0,0,1.813009,0,0,0,"Gm26418",0,0,0,0,0,0,0,2.813009
"SNORA10B",0,0,0,0,0,0,0,"Gm26418",0,0,0,0,0,0,0,1
"SNORA11B",0,0,0,0,0,0,0,"Gm22488",4.468944,0,11.3389,1,0,1,5.26928133333333,0.159507915952514
"SNORA11C",0,0,0,0,0,0,0,"Gm22488",4.468944,0,11.3389,1,0,1,5.26928133333333,0.159507915952514
"SNORA11E",109.525907,35.600388,95.612355,80.2462166666667,8,3,5,"Gm24907",8.937889,0,11.3389,2,0,1,6.75892966666667,10.4713175859437
"SNORA11F",0,12.946786,0,4.31559533333333,0,1,0,"Gm22488",4.468944,0,11.3389,1,0,1,5.26928133333333,0.84787953366691
"SNORA12",0,32.366966,0,10.7889886666667,0,3,0,"Gm24336",0,0,0,0,0,0,0,11.7889886666667
"SNORA13",0,12.946786,19.886444,10.94441,0,1,1,"Gm25636",0,0,11.3389,0,0,1,3.77963333333333,2.49902224019974
"SNORA15",0,6.922812,0,2.307604,0,1,0,"Snora15",8.937889,0,0,2,0,0,2.97929633333333,0.831203238696557
"SNORA16A",0,0,0,0,0,0,0,"Snora16a",2.061104,0,0,0,0,0,0.687034666666667,0.59275604690202
"SNORA16A",0,0,0,0,0,0,0,"Gm23454",0,0,0,0,0,0,0,1
"SNORA16A",0,0,0,0,0,0,0,"Gm24896",0,0,0,0,0,0,0,1
"SNORA16B",0,0,0,0,0,0,0,"Gm23454",0,0,0,0,0,0,0,1
"SNORA16B",0,0,0,0,0,0,0,"Gm24896",0,0,0,0,0,0,0,1
"SNORA16B",0,0,0,0,0,0,0,"Snora16a",2.061104,0,0,0,0,0,0.687034666666667,0.59275604690202
"SNORA17A",5.065413,3.830395,0,2.96526933333333,0,0,0,"Gm22266",0,0,0,0,0,0,0,3.96526933333333
"SNORA17B",13.696166,4.96669,0,6.220952,1,0,0,"Snora43",1.361294,0,3.445929,0,0,0,1.60240766666667,2.77471976911637
"SNORA21",0,0,18.730036,6.24334533333333,0,0,1,"Snora21",4.468944,0,0,1,0,0,1.489648,2.90938531605003
"SNORA22",42.359853,25.893572,0,22.7511416666667,3,2,0,"Gm23245",0,18.283662,0,0,1,0,6.094554,3.34779912404172
"SNORA22B",0,0,0,0,0,0,0,"Gm23245",0,18.283662,0,0,1,0,6.094554,0.140953187473096
"SNORA22C",0,0,0,0,0,0,0,"Gm23245",0,18.283662,0,0,1,0,6.094554,0.140953187473096
"SNORA23",0,8.091741,0,2.697247,0,1,0,"Snora23",16.758542,0,7.086812,6,0,1,7.94845133333333,0.41317171678943
"SNORA24",0,11.91007,0,3.97002333333333,0,1,0,"Snora24",0,0,10.768665,0,0,1,3.589555,1.08289874145387
"SNORA24B",0,0,0,0,0,0,0,"Gm24918",0,0,0,0,0,0,0,1
"SNORA24B",0,0,0,0,0,0,0,"Gm26458",0,0,0,0,0,0,0,1
"SNORA24B",0,0,0,0,0,0,0,"Gm24172",0,0,0,0,0,0,0,1
"SNORA28",14.119951,0,0,4.70665033333333,1,0,0,"Snora28",2.391221,0,0,1,0,0,0.797073666666667,3.17552387483281
"SNORA31",0,12.946786,0,4.31559533333333,0,1,0,"Gm24165",0,0,0,0,0,0,0,5.31559533333333
"SNORA31",0,12.946786,0,4.31559533333333,0,1,0,"Gm24240",0,0,0,0,0,0,0,5.31559533333333
"SNORA31",0,12.946786,0,4.31559533333333,0,1,0,"Snora31",22.344722,18.283662,45.355599,5,1,4,28.6613276666667,0.179209622477789
"SNORA33",14.119951,12.946786,19.886444,15.6510603333333,1,1,1,"Snora33",0,0,0,0,0,0,0,16.6510603333333
"SNORA35",0,0,0,0,0,0,0,"Snora35",0,0,0,0,0,0,0,1
"SNORA35B",0,0,0,0,0,0,0,"Gm25107",4.468944,0,0,1,0,0,1.489648,0.401663207007577
"SNORA38",0,0,0,0,0,0,0,"Gm23442",0,18.283662,0,0,1,0,6.094554,0.140953187473096
"SNORA38",0,0,0,0,0,0,0,"Gm24143",0,0,0,0,0,0,0,1
"SNORA38B",28.239902,0,0,9.41330066666667,2,0,0,"Gm25388",0,0,0,0,0,0,0,10.4133006666667
"SNORA3A",12.692533,11.996233,0,8.22958866666667,1,1,0,"Snora3",0,35.678967,0,0,2,0,11.892989,0.715861051821782
"SNORA41",0,12.352075,0,4.11735833333333,0,1,0,"Snora41",22.344722,0,11.3389,5,0,1,11.227874,0.418499432798648
"SNORA41",0,12.352075,0,4.11735833333333,0,1,0,"Gm23723",0,0,0,0,0,0,0,5.11735833333333
"SNORA41B",0,0,0,0,0,0,0,"Gm25409",0,0,0,0,0,0,0,1
"SNORA44",0,24.735179,37.645979,20.7937193333333,0,2,2,"Snora44",0,0,0,0,0,0,0,21.7937193333333
"SNORA46",0,0,0,0,0,0,0,"Gm26493",4.468944,0,0,1,0,0,1.489648,0.401663207007577
"SNORA47",0,12.946786,19.886444,10.94441,0,1,1,"Snora47",0,0,0,0,0,0,0,11.94441
"SNORA50A",0,0,0,0,0,0,0,"Gm26265",4.468944,0,0,1,0,0,1.489648,0.401663207007577
"SNORA50A",0,0,0,0,0,0,0,"Gm26265",4.468944,0,0,1,0,0,1.489648,0.401663207007577
"SNORA50C",0,0,0,0,0,0,0,"Gm22711",2.389058,0,0,1,0,0,0.796352666666667,0.556683561394218
"SNORA52",0,0,0,0,0,0,0,"Snora52",2.353583,5.323048,0,1,0,0,2.558877,0.280987513757851
"SNORA53",7.059976,12.946786,0,6.66892066666667,2,4,0,"Gm24119",17.64057,14.43447,23.871368,15,3,8,18.6488026666667,0.390299643024898
"SNORA54",0,0,0,0,0,0,0,"Gm23297",8.937889,36.567325,11.3389,2,2,1,18.948038,0.0501302433853395
"SNORA55",0,25.893572,0,8.63119066666667,0,2,0,"Gm22154",4.468944,0,0,1,0,0,1.489648,3.86849493047478
"SNORA55",0,25.893572,0,8.63119066666667,0,2,0,"Gm23974",0,0,0,0,0,0,0,9.63119066666667
"SNORA58B",0,0,0,0,0,0,0,"Gm24608",8.937889,0,0,2,0,0,2.97929633333333,0.251300711541211
"SNORA5A",0,51.787145,0,17.2623816666667,0,4,0,"Gm24313",0,18.283662,0,0,1,0,6.094554,2.57414090676689
"SNORA60",13.372962,0,0,4.457654,1,0,0,"Gm25129",62.565223,54.850987,34.016699,14,3,3,50.4776363333333,0.106019902791574
"SNORA63E",0,10.020442,0,3.34014733333333,0,1,0,"Gm25852",0,0,11.3389,0,0,1,3.77963333333333,0.908050268849075
"SNORA64",26.505562,10.194587,17.720501,18.1402166666667,2,1,1,"Snora64",13.982048,0,35.524748,3,0,3,16.5022653333333,1.09358510467864
"SNORA65",56.479804,38.840359,19.886444,38.4022023333333,4,3,1,"Snora65",3.419632,0,9.834551,1,0,1,4.418061,7.27238071578252
"SNORA66",0,12.946786,0,4.31559533333333,0,1,0,"Gm26387",13.406833,0,0,3,0,0,4.46894433333333,0.971960036406782
"SNORA70",98.392231,140.732565,268.69761,169.274135333333,7,11,14,"Gm25116",0,0,0,0,0,0,0,170.274135333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm25853",0,0,0,0,0,0,0,5.31559533333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm24258",0,0,0,0,0,0,0,5.31559533333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm25592",0,0,0,0,0,0,0,5.31559533333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm25402",0,0,0,0,0,0,0,5.31559533333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm24163",0,0,0,0,0,0,0,5.31559533333333
"SNORA71C",0,12.946786,0,4.31559533333333,0,1,0,"Gm24031",0,0,0,0,0,0,0,5.31559533333333
"SNORA72",42.359853,0,0,14.119951,3,0,0,"Gm24061",0,0,0,0,0,0,0,15.119951
"SNORA72",42.359853,0,0,14.119951,3,0,0,"Gm23758",0,0,0,0,0,0,0,15.119951
"SNORA72",42.359853,0,0,14.119951,3,0,0,"Gm24061",0,0,0,0,0,0,0,15.119951
"SNORA73A",6.007577,5.67593,0,3.89450233333333,1,1,0,"Gm22053",0,0,0,0,0,0,0,4.89450233333333
"SNORA73A",6.007577,5.67593,0,3.89450233333333,1,1,0,"Snora73a",6.441649,17.986136,5.290799,3,2,1,9.90619466666667,0.448781860486383
"SNORA73A",6.007577,5.67593,0,3.89450233333333,1,1,0,"Snora73b",13.406833,18.283662,22.6778,6,2,4,18.122765,0.255951601838611
"SNORA74A",0,0,0,0,0,0,0,"Snora74a",2.428906,0,0,1,0,0,0.809635333333333,0.552597521489597
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Snora75",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75",14.119951,0,19.886444,11.335465,1,0,1,"Gm25038",0,0,0,0,0,0,0,12.335465
"SNORA75B",0,0,0,0,0,0,0,"Gm25038",0,0,0,0,0,0,0,1
"SNORA77",0,0,0,0,0,0,0,"Gm25777",8.937889,0,0,2,0,0,2.97929633333333,0.251300711541211
"SNORA77B",13.218152,63.092078,0,25.4367433333333,1,5,0,"Gm25777",8.937889,0,0,2,0,0,2.97929633333333,6.64357241049904
"SNORA79",14.119951,0,0,4.70665033333333,1,0,0,"Gm24241",0,0,0,0,0,0,0,5.70665033333333
"SNORA7A",0,0,18.631538,6.21051266666667,0,0,1,"Snora7a",7.808804,0,0,2,0,0,2.60293466666667,2.0012887642333
"SNORA7B",0,0,0,0,0,0,0,"Snora7a",7.808804,0,0,2,0,0,2.60293466666667,0.277551521889008
"SNORA80A",0,0,0,0,0,0,0,"Gm23300",0,0,0,0,0,0,0,1
"SNORA80B",0,0,0,0,0,0,0,"Gm22748",0,0,34.016699,0,0,3,11.3388996666667,0.0810445037251971
"SNORA84",0,0,0,0,0,0,0,"Gm25394",8.937889,18.283662,34.016699,2,1,3,20.41275,0.0467011476807042
"SNORA9",27.239829,0,0,9.079943,2,0,0,"Gm25800",0,0,0,0,0,0,0,10.079943
"SNORA9",27.239829,0,0,9.079943,2,0,0,"Gm23626",0,0,0,0,0,0,0,10.079943
"SNORC",9.986243,9.696117,14.992982,11.5584473333333,75,78,59,"Snorc",0,0,0,0,0,0,0,12.5584473333333
"SNORD10",25.422771,24.011412,37.287103,28.9070953333333,2,2,2,"Gm25835",44.689445,0,34.016699,10,0,3,26.2353813333333,1.09809717614382
"SNORD100",23.533252,64.733931,0,29.4223943333333,1,3,0,"Snord100",0,0,0,0,0,0,0,30.4223943333333
"SNORD104",47.066503,21.577977,66.288147,44.9775423333333,2,1,2,"Snord104",14.896482,121.891082,18.898166,2,4,1,51.8952433333333,0.869218845324025
"SNORD110",0,0,0,0,0,0,0,"Snord110",0,0,0,0,0,0,0,1
"SNORD117",47.066503,0,0,15.6888343333333,2,0,0,"Gm25128",0,0,0,0,0,0,0,16.6888343333333
"SNORD11B",0,0,0,0,0,0,0,"Gm26287",0,0,0,0,0,0,0,1
"SNORD121A",0,0,0,0,0,0,0,"Gm24837",11.172361,0,14.173625,2,0,1,8.448662,0.105835090725015
"SNORD121B",0,0,0,0,0,0,0,"Gm22888",0,0,0,0,0,0,0,1
"SNORD127",0,0,0,0,0,0,0,"Gm25970",0,0,0,0,0,0,0,1
"SNORD12B",17.649939,0,0,5.883313,1,0,0,"Gm24123",0,0,0,0,0,0,0,6.883313
"SNORD12B",17.649939,0,0,5.883313,1,0,0,"Gm23201",0,0,0,0,0,0,0,6.883313
"SNORD14B",0,0,0,0,0,0,0,"Snord14a",5.238345,0,0,1,0,0,1.746115,0.364150809416212
"SNORD15A",10.853431,0,0,3.61781033333333,1,0,0,"Snord15a",0,0,0,0,0,0,0,4.61781033333333
"SNORD15B",0,0,0,0,0,0,0,"Snord15b",4.314876,18.184705,0,1,1,0,7.49986033333333,0.117648991957946
"SNORD17",0,0,6.214514,2.07150466666667,0,0,1,"Snord17",0,0,0,0,0,0,0,3.07150466666667
"SNORD18B",0,0,0,0,0,0,0,"Gm23344",0,0,18.898166,0,0,1,6.29938866666667,0.136997774151497
"SNORD1A",0,0,0,0,0,0,0,"Snord1a",0,0,0,0,0,0,0,1
"SNORD1C",0,0,0,0,0,0,0,"Snord1c",0,0,0,0,0,0,0,1
"SNORD1C",0,0,0,0,0,0,0,"Snord1b",0,0,0,0,0,0,0,1
"SNORD21",34.719829,0,0,11.5732763333333,2,0,0,"Snord21",0,0,0,0,0,0,0,12.5732763333333
"SNORD22",12.198251,22.308476,36.691467,23.7327313333333,1,2,2,"Gm25487",0,0,0,0,0,0,0,24.7327313333333
"SNORD22",12.198251,22.308476,36.691467,23.7327313333333,1,2,2,"Snord22",0,18.000339,10.705408,0,1,1,9.56858233333333,2.34021276962817
"SNORD23",0,0,0,0,0,0,0,"Snord23",0,0,0,0,0,0,0,1
"SNORD24",0,0,0,0,0,0,0,"Gm23969",7.448241,0,56.694499,1,0,3,21.3809133333333,0.0446809290177911
"SNORD30",0,0,0,0,0,0,0,"Gm23389",0,0,0,0,0,0,0,1
"SNORD32B",0,0,0,0,0,0,0,"Snord32a",5.586181,0,14.173625,1,0,1,6.586602,0.131811316845144
"SNORD34",0,0,0,0,0,0,0,"Snord34",22.344722,30.472771,18.898166,3,1,1,23.9052196666667,0.0401522256532596
"SNORD35A",0,0,0,0,0,0,0,"Snord35a",16.758542,0,0,3,0,0,5.58618066666667,0.151833065415454
"SNORD35B",16.203933,0,0,5.401311,1,0,0,"Snord35b",4.617402,22.285618,0,1,1,0,8.96767333333333,0.64220714161981
"SNORD37",0,0,0,0,0,0,0,"Snord37",0,0,18.898166,0,0,1,6.29938866666667,0.136997774151497
"SNORD38A",47.066503,43.155954,0,30.0741523333333,2,2,0,"Snord38a",0,0,0,0,0,0,0,31.0741523333333
"SNORD38B",0,0,0,0,0,0,0,"Gm22980",0,0,0,0,0,0,0,1
"SNORD38B",0,0,0,0,0,0,0,"Gm23615",7.448241,91.418312,0,1,3,0,32.9555176666667,0.0294502946418536
"SNORD45A",0,31.216546,0,10.4055153333333,0,2,0,"Gm24494",5.586181,0,0,1,0,0,1.86206033333333,3.98507159352918
"SNORD49A",0,0,0,0,0,0,0,"Snord49a",22.344722,0,37.796333,3,0,2,20.0470183333333,0.0475126682631451
"SNORD4A",0,0,0,0,0,0,0,"Snord4a",0,0,0,0,0,0,0,1
"SNORD51",0,0,0,0,0,0,0,"Gm26457",5.586181,0,0,1,0,0,1.86206033333333,0.349398644170208
"SNORD53",0,0,0,0,0,0,0,"Snord53",5.586181,0,0,1,0,0,1.86206033333333,0.349398644170208
"SNORD53B",0,0,0,0,0,0,0,"Gm22858",7.448241,0,0,1,0,0,2.482747,0.287129670917813
"SNORD55",0,0,0,0,0,0,0,"Snord55",0,0,14.173625,0,0,1,4.72454166666667,0.174686474171877
"SNORD57",0,0,0,0,0,0,0,"Snord57",0,0,0,0,0,0,0,1
"SNORD58A",0,0,0,0,0,0,0,"Gm23301",29.792963,0,37.796333,4,0,2,22.5297653333333,0.0424993613762631
"SNORD58B",0,0,0,0,0,0,0,"Snord58b",7.448241,0,10.307654,1,0,1,5.91863166666667,0.1445372507425
"SNORD59A",117.666259,64.733931,33.144074,71.848088,5,3,1,"Snord59a",14.896482,0,18.898166,2,0,1,11.2648826666667,5.93956664567086
"SNORD61",0,0,0,0,0,0,0,"Snord61",0,0,0,0,0,0,0,1
"SNORD63",0,0,0,0,0,0,0,"Gm26109",22.344722,0,0,3,0,0,7.44824066666667,0.118367840057587
"SNORD63B",0,0,0,0,0,0,0,"Gm22200",7.448241,30.472771,0,1,1,0,12.6403373333333,0.0733119698994736
"SNORD67",0,32.366966,0,10.7889886666667,0,2,0,"Snord67",0,0,0,0,0,0,0,11.7889886666667
"SNORD7",0,16.183483,0,5.39449433333333,0,1,0,"Snord7",0,22.854578,28.347249,0,1,2,17.0672756666667,0.353926870398668
"SNORD73A",0,0,0,0,0,0,0,"Snord73a",7.448241,0,0,1,0,0,2.482747,0.287129670917813
"SNORD73B",23.533252,0,0,7.84441733333333,1,0,0,"Snord73b",7.448241,0,0,1,0,0,2.482747,2.5394946383798
"SNORD8",0,0,0,0,0,0,0,"Snord8",5.586181,22.854578,0,1,1,0,9.480253,0.0954175438321957
"SNORD82",0,0,0,0,0,0,0,"Snord82",0,0,0,0,0,0,0,1
"SNORD83B",16.495467,31.550897,0,16.0154546666667,1,2,0,"Snord83b",22.344722,68.563734,14.173625,4,3,1,35.0273603333333,0.472292571790878
"SNORD87",9.177445,0,16.312985,8.49681,1,0,1,"Snord87",5.586181,0,0,1,0,0,1.86206033333333,3.31817253794207
"SNORD88A",0,0,24.858055,8.28601833333333,0,0,1,"Snord88c",5.586181,0,14.173625,1,0,1,6.586602,1.22400230476481
"SNORD89",0,64.733931,74.574166,46.4360323333333,0,4,3,"Snord89",5.586181,22.854578,0,1,1,0,9.480253,4.52622969439128
"SNORD92",0,0,0,0,0,0,0,"Snord92",0,0,0,0,0,0,0,1
"SNORD94",14.119951,25.893572,59.659332,33.224285,1,2,3,"Snord94",8.937889,0,11.3389,2,0,1,6.75892966666667,4.41095440612535
"SNORD95",0,0,0,0,0,0,0,"Snord95",0,0,0,0,0,0,0,1
"SNORD96A",0,0,20.19494,6.73164666666667,0,0,1,"Snord96a",1.214236,0,0,0,0,0,0.404745333333333,5.50394899573731
"SNORD96B",0,0,0,0,0,0,0,"Snord96a",1.214236,0,0,0,0,0,0.404745333333333,0.711872804465626
"SNPH",20.791119,21.113985,21.863041,21.2560483333333,1385,1599,1051,"Snph",48.683651,46.473419,51.98612,5507,1232,2083,49.04773,0.444696459426498
"SNRK",10.796891,14.516202,18.507758,14.6069503333333,711,925,689,"Snrk",42.963883,43.144458,45.128558,3333,707,1327,43.745633,0.348792704158042
"SNRNP200",55.877304,53.574144,57.231727,55.5610583333333,2725,3171,2452,"Snrnp200",21.51427,22.951958,27.386043,4315,1013,1688,23.950757,2.26690750638681
"SNRNP25",39.522465,41.254365,41.16048,40.64577,290,374,265,"Snrnp25",26.046879,31.186879,19.79808,513,125,157,25.6772793333333,1.5610950981783
"SNRNP35",13.81311,13.239619,12.475779,13.1761693333333,130,153,79,"Snrnp35",9.224898,8.623426,7.928359,230,62,76,8.59222766666667,1.47788082455507
"SNRNP40",26.576234,24.529072,26.763848,25.9563846666667,246,274,201,"Snrnp40",8.133345,7.575096,7.971867,477,108,186,7.893436,3.03104274508375
"SNRNP48",4.161525,3.93098,3.644421,3.91230866666667,171,185,134,"Snrnp48",21.367485,18.79975,19.637756,993,234,447,19.934997,0.234645778390447
"SNRNP70",132.590942,130.895998,131.221041,131.569327,1941,2247,1673,"Snrnp70",309.085708,419.392406,407.761322,4053,1245,2062,378.746478666667,0.349099555749578
"SNRPA1",65.299997,62.917127,76.490096,68.23574,328,358,281,"Snrpa1",14.832667,14.587358,16.864632,438,105,155,15.428219,4.21443980019989
"SNRPB",24.392968,29.043195,30.091826,27.842663,283,372,247,"Snrpb",38.341478,45.570136,37.46878,1581,334,590,40.4601313333333,0.695672253619007
"SNRPB2",40.956797,38.314213,35.628077,38.2996956666667,520,528,393,"Snrpb2",28.403966,35.795982,35.306421,1049,265,438,33.1687896666667,1.15016352788772
"SNRPC",52.065397,53.532452,55.80985,53.8025663333333,330,392,242,"Snrpc",28.43274,29.233465,23.773053,700,170,244,27.1464193333333,1.9470528625441
"SNRPD1",84.326114,82.338007,52.907685,73.190602,441,449,300,"Snrpd1",41.449595,43.647427,42.927736,852,230,360,42.6749193333333,1.69870037844298
"SNRPD2",204.233197,196.643919,200.015047,200.297387666667,473,516,319,"Snrpd2",13.237895,10.782478,11.391795,699,137,234,11.804056,15.7213767002165
"SNRPD3",40.033521,41.256524,45.348018,42.2126876666667,990,1169,780,"Snrpd3",71.515171,102.911565,68.542861,1660,478,677,80.9898656666667,0.527049133637439
"SNRPG",51.22992,48.452257,49.222468,49.6348816666667,146,152,106,"Snrpg",18.915425,17.400688,11.269405,161,28,42,15.8618393333333,3.00292753748217
"SNRPN",272.364432,303.193874,298.473083,291.343796333333,4234,5232,3479,"Snrpn",321.559991,325.649281,318.083534,23581,5924,9125,321.764268666667,0.905750185858553
"SNTA1",3.097129,3.665779,5.879789,4.21423233333333,78,104,104,"Snta1",7.901448,7.040718,8.954489,619,132,287,7.96555166666667,0.581585219425984
"SNTB1",0.87674,0.456075,0.470994,0.601269666666667,55,31,21,"Sntb1",5.640043,5.607195,5.468049,1139,282,439,5.57176233333333,0.24365909560434
"SNTB2",1.51804,1.636782,2.496541,1.88378766666667,200,233,140,"Sntb2",2.961898,2.982406,3.341496,1239,289,532,3.09526666666667,0.704175796447932
"SNTG1",1.661259,4.335996,2.544357,2.847204,56,93,59,"Sntg1",2.126284,3.245905,2.610671,261,65,102,2.66095333333333,1.05087490872141
"SNTG2",2.214204,1.413565,3.436659,2.35480933333333,21,12,5,"Sntg2",0.378203,0.424333,0.509871,25,5,7,0.437469,2.33383073536426
"SNTN",0.20622,0.248305,0.473343,0.309289333333333,5,5,2,"Sntn",0,0,0,0,0,0,0,1.30928933333333
"SNU13",116.398084,126.220845,140.714056,127.777661666667,1041,1326,854,"Snu13",73.964361,75.731113,70.158398,2157,500,801,73.284624,1.73357088899941
"SNUPN",12.44401,11.525761,14.889641,12.9531373333333,129,143,110,"Snupn",10.002843,10.539271,9.812876,511,131,196,10.11833,1.25496700793494
"SNURF",474.319409,574.265858,437.959159,495.514808666667,572,747,392,"Snurf",6687.412822,6550.802648,6567.572698,3591,860,1390,6601.92938933333,0.0751961408929738
"SNW1",27.158341,28.01857,28.021103,27.7326713333333,354,379,254,"Snw1",22.201142,21.680162,19.946961,1963,472,701,21.2760883333333,1.28984366121132
"SNX1",30.958085,26.73281,56.382001,38.0242986666667,756,788,654,"Snx1",37.377678,38.909449,36.900886,2614,600,939,37.7293376666667,1.00761595776666
"SNX10",41.494687,55.136368,51.631914,49.4209896666667,1086,1273,878,"Snx10",105.152121,119.413606,103.846899,7934,2019,3134,109.470875333333,0.45641884808577
"SNX11",11.438293,13.870471,13.799106,13.0359566666667,216,277,218,"Snx11",29.732545,31.302716,26.011316,2162,469,793,29.0155256666667,0.467623216815893
"SNX12",39.882986,45.754631,56.234509,47.2907086666667,836,907,702,"Snx12",48.88703,52.08932,45.018972,2438,576,1003,48.6651073333333,0.972326674793186
"SNX13",4.434291,4.724842,6.43006,5.19639766666667,341,385,281,"Snx13",21.593724,20.034595,24.594834,4402,1069,1847,22.0743843333333,0.26854010824962
"SNX14",191.876237,206.202532,218.42787,205.502213,1112,1294,837,"Snx14",14.840256,14.263588,14.734343,1634,390,659,14.612729,13.2265290071966
"SNX15",37.303008,51.340802,30.629185,39.757665,302,398,290,"Snx15",35.141588,37.954857,25.719363,891,205,307,32.9386026666667,1.2009234852804
"SNX16",6.63842,9.053446,4.381127,6.69099766666667,148,204,96,"Snx16",17.548684,15.193449,16.788251,1562,336,585,16.510128,0.439231378929193
"SNX17",33.318899,39.197003,37.515426,36.6771093333333,658,826,535,"Snx17",50.050342,49.054875,53.672063,2118,489,790,50.92576,0.725595722303021
"SNX18",2.502137,3.540294,4.255192,3.432541,163,250,194,"Snx18",10.348055,9.776022,9.747868,1675,390,664,9.957315,0.404528025341975
"SNX19",19.360507,18.273893,18.607377,18.747259,755,844,620,"Snx19",23.180375,21.914891,23.879269,4603,1058,1828,22.9915116666667,0.823093570524631
"SNX2",41.655331,41.18813,51.603959,44.8158066666667,475,553,422,"Snx2",42.543058,52.545376,42.091342,3054,806,1179,45.726592,0.98050820112596
"SNX20",0.028564,0.051294,0.040647,0.0401683333333333,1,2,1,"Snx20",0.085867,0.079808,0.094997,6,3,3,0.0868906666666667,0.957012848885138
"SNX21",5.941498,6.181159,11.179806,7.76748766666667,153,169,140,"Snx21",84.955023,66.835922,70.089408,2518,532,919,73.9601176666667,0.11696203180542
"SNX22",1.294537,2.280956,1.825824,1.800439,61,96,47,"Snx22",0.293629,0.394924,0.401995,31,10,16,0.363516,2.05383655197299
"SNX24",13.50108,19.388535,17.273482,16.7210323333333,182,231,177,"Snx24",2.576521,2.444638,2.690805,172,39,74,2.57065466666667,4.9629644946529
"SNX25",10.167413,10.442227,8.279519,9.62971966666667,346,463,224,"Snx25",34.887454,38.500861,41.156212,2048,528,819,38.181509,0.271294290035299
"SNX27",11.562159,13.080572,13.904572,12.849101,913,1059,739,"Snx27",25.323762,20.069397,24.669731,4299,960,1638,23.3542966666667,0.568651240048128
"SNX29",3.859688,4.96301,4.442471,4.421723,427,515,349,"Snx29",9.403927,11.528923,11.563195,772,178,324,10.832015,0.458224824765689
